County,Year,Quarter,Period,Inflation_Rate,real_avg_price,Region,is_ni,transaction_count,avg_price
Kilkenny,2018,1,2018 Q1,0.23,206178.03,Republic of Ireland,False,122.0,192646.72
Kilkenny,2018,2,2018 Q2,0.17,188090.27,Republic of Ireland,False,145.0,183422.22
Kilkenny,2018,3,2018 Q3,0.77,205222.42,Republic of Ireland,False,181.0,189785.65
Kilkenny,2018,4,2018 Q4,0.73,201693.53,Republic of Ireland,False,197.0,201849.41
Kilkenny,2019,1,2019 Q1,0.83,194262.6,Republic of Ireland,False,142.0,195150.87
Kilkenny,2019,2,2019 Q2,1.17,204966.77,Republic of Ireland,False,168.0,197485.88
Kilkenny,2019,3,2019 Q3,0.7,201182.45,Republic of Ireland,False,202.0,201055.03
Kilkenny,2019,4,2019 Q4,1.03,245849.51,Republic of Ireland,False,193.0,191026.17
Kilkenny,2020,1,2020 Q1,1.03,215062.18,Republic of Ireland,False,124.0,207439.17
Kilkenny,2020,2,2020 Q2,-0.3,193590.49,Republic of Ireland,False,87.0,193254.29
Kilkenny,2020,3,2020 Q3,-0.93,210544.39,Republic of Ireland,False,137.0,190297.85
Kilkenny,2020,4,2020 Q4,-1.13,246981.04,Republic of Ireland,False,213.0,210602.94
Kilkenny,2021,1,2021 Q1,-0.23,230981.27,Republic of Ireland,False,165.0,212964.96
Kilkenny,2021,2,2021 Q2,1.4,224584.35,Republic of Ireland,False,145.0,214142.65
Kilkenny,2021,3,2021 Q3,2.93,253635.67,Republic of Ireland,False,185.0,245427.5
Kilkenny,2021,4,2021 Q4,5.27,263842.05,Republic of Ireland,False,224.0,252397.39
Kilkenny,2022,1,2022 Q1,5.77,288039.46,Republic of Ireland,False,155.0,245493.87
Kilkenny,2022,2,2022 Q2,7.97,260896.51,Republic of Ireland,False,188.0,258529.54
Kilkenny,2022,3,2022 Q3,8.7,270904.16,Republic of Ireland,False,202.0,244127.72
Kilkenny,2022,4,2022 Q4,8.8,264018.73,Republic of Ireland,False,199.0,274280.89
Kilkenny,2023,1,2023 Q1,7.97,248629.48,Republic of Ireland,False,136.0,236811.06
Kilkenny,2023,2,2023 Q2,6.63,291709.23,Republic of Ireland,False,180.0,261003.63
Kilkenny,2023,3,2023 Q3,6.23,281058.42,Republic of Ireland,False,164.0,277531.5
Kilkenny,2023,4,2023 Q4,4.5,320171.3,Republic of Ireland,False,185.0,269472.65
Kilkenny,2024,1,2024 Q1,3.47,304596.88,Republic of Ireland,False,150.0,279026.8
Kilkenny,2024,2,2024 Q2,2.47,322819.98,Republic of Ireland,False,160.0,275767.17
Kilkenny,2024,3,2024 Q3,1.53,329835.97,Republic of Ireland,False,181.0,285256.73
Kilkenny,2024,4,2024 Q4,1.03,317968.31,Republic of Ireland,False,183.0,290060.79
Kilkenny,2025,1,2025 Q1,1.9,355832.42,Republic of Ireland,False,136.0,298807.5
Kilkenny,2025,2,2025 Q2,1.9,314806.94,Republic of Ireland,False,168.0,287304.7
Kilkenny,2025,3,2025 Q3,2.13,340724.82,Republic of Ireland,False,168.0,330973.47
Kilkenny,2025,4,2025 Q4,3.05,316178.67,Republic of Ireland,False,55.0,298173.47
Laois,2010,1,2010 Q1,-3.37,176140.03,Republic of Ireland,False,44.0,163837.11
Laois,2010,2,2010 Q2,-1.33,176831.41,Republic of Ireland,False,38.0,153786.05
Laois,2010,3,2010 Q3,0.2,160693.41,Republic of Ireland,False,53.0,148860.24
Laois,2010,4,2010 Q4,0.93,152552.09,Republic of Ireland,False,59.0,138902.54
Laois,2011,1,2011 Q1,2.27,139234.49,Republic of Ireland,False,34.0,127250.0
Laois,2011,2,2011 Q2,2.87,127395.81,Republic of Ireland,False,48.0,135005.21
Laois,2011,3,2011 Q3,2.43,112227.69,Republic of Ireland,False,49.0,112099.1
Laois,2011,4,2011 Q4,2.7,116752.85,Republic of Ireland,False,55.0,116403.64
Laois,2012,1,2012 Q1,2.13,115421.42,Republic of Ireland,False,39.0,105783.69
Laois,2012,2,2012 Q2,1.8,92618.65,Republic of Ireland,False,66.0,92600.0
Laois,2012,3,2012 Q3,1.77,92978.26,Republic of Ireland,False,64.0,101400.31
Laois,2012,4,2012 Q4,1.07,86227.74,Republic of Ireland,False,83.0,88964.25
Laois,2013,1,2013 Q1,0.97,106007.22,Republic of Ireland,False,41.0,116343.2
Laois,2013,2,2013 Q2,0.53,90903.46,Republic of Ireland,False,56.0,92702.23
Laois,2013,3,2013 Q3,0.3,126917.32,Republic of Ireland,False,72.0,97169.44
Laois,2013,4,2013 Q4,0.23,84726.21,Republic of Ireland,False,111.0,85406.62
Laois,2014,1,2014 Q1,0.07,91437.97,Republic of Ireland,False,74.0,89417.7
Laois,2014,2,2014 Q2,0.37,100595.33,Republic of Ireland,False,105.0,100641.9
Laois,2014,3,2014 Q3,0.37,105150.09,Republic of Ireland,False,106.0,100008.49
Laois,2014,4,2014 Q4,-0.03,104344.36,Republic of Ireland,False,176.0,100915.96
Laois,2015,1,2015 Q1,-0.6,104466.03,Republic of Ireland,False,97.0,112523.2
Laois,2015,2,2015 Q2,-0.43,117655.88,Republic of Ireland,False,124.0,108723.31
Laois,2015,3,2015 Q3,-0.17,131640.73,Republic of Ireland,False,111.0,123830.63
Laois,2015,4,2015 Q4,-0.07,147632.56,Republic of Ireland,False,149.0,123358.72
Laois,2016,1,2016 Q1,-0.13,127095.45,Republic of Ireland,False,108.0,125901.19
Laois,2016,2,2016 Q2,0.17,122603.32,Republic of Ireland,False,135.0,118201.92
Laois,2016,3,2016 Q3,0.13,243663.24,Republic of Ireland,False,141.0,125333.82
Laois,2016,4,2016 Q4,-0.07,133286.31,Republic of Ireland,False,167.0,128464.02
Laois,2017,1,2017 Q1,0.57,146547.71,Republic of Ireland,False,119.0,136086.73
Laois,2017,2,2017 Q2,0.23,162805.26,Republic of Ireland,False,106.0,157064.58
Laois,2017,3,2017 Q3,0.2,144992.7,Republic of Ireland,False,185.0,137249.11
Laois,2017,4,2017 Q4,0.47,159701.59,Republic of Ireland,False,165.0,155257.86
Laois,2018,1,2018 Q1,0.23,163124.79,Republic of Ireland,False,112.0,147806.5
Laois,2018,2,2018 Q2,0.17,148287.85,Republic of Ireland,False,129.0,157040.29
Laois,2018,3,2018 Q3,0.77,165932.04,Republic of Ireland,False,167.0,161696.99
Laois,2018,4,2018 Q4,0.73,163627.13,Republic of Ireland,False,173.0,153824.93
Laois,2019,1,2019 Q1,0.83,169707.36,Republic of Ireland,False,137.0,159855.96
Laois,2019,2,2019 Q2,1.17,159965.9,Republic of Ireland,False,186.0,158667.06
Laois,2019,3,2019 Q3,0.7,179625.9,Republic of Ireland,False,181.0,178116.58
Laois,2019,4,2019 Q4,1.03,183673.43,Republic of Ireland,False,173.0,180809.99
Laois,2020,1,2020 Q1,1.03,181533.83,Republic of Ireland,False,125.0,170452.57
Laois,2020,2,2020 Q2,-0.3,195514.61,Republic of Ireland,False,110.0,169709.81
Laois,2020,3,2020 Q3,-0.93,213867.5,Republic of Ireland,False,115.0,171087.34
Laois,2020,4,2020 Q4,-1.13,209361.73,Republic of Ireland,False,166.0,183813.99
Laois,2021,1,2021 Q1,-0.23,232965.96,Republic of Ireland,False,150.0,192346.26
Laois,2021,2,2021 Q2,1.4,230252.88,Republic of Ireland,False,175.0,182359.11
Laois,2021,3,2021 Q3,2.93,249823.91,Republic of Ireland,False,197.0,200098.51
Laois,2021,4,2021 Q4,5.27,220998.49,Republic of Ireland,False,216.0,208544.06
Laois,2022,1,2022 Q1,5.77,204419.21,Republic of Ireland,False,164.0,208965.72
Laois,2022,2,2022 Q2,7.97,223948.47,Republic of Ireland,False,174.0,207990.72
Laois,2022,3,2022 Q3,8.7,213810.17,Republic of Ireland,False,214.0,220603.49
Laois,2022,4,2022 Q4,8.8,275605.23,Republic of Ireland,False,232.0,224784.35
Laois,2023,1,2023 Q1,7.97,258304.98,Republic of Ireland,False,176.0,220250.85
Laois,2023,2,2023 Q2,6.63,262293.14,Republic of Ireland,False,176.0,226107.43
Laois,2023,3,2023 Q3,6.23,279530.9,Republic of Ireland,False,219.0,233136.99
Laois,2023,4,2023 Q4,4.5,301933.75,Republic of Ireland,False,215.0,244541.14
Laois,2024,1,2024 Q1,3.47,248072.28,Republic of Ireland,False,129.0,232123.64
Laois,2024,2,2024 Q2,2.47,262941.36,Republic of Ireland,False,180.0,232821.02
Laois,2024,3,2024 Q3,1.53,251359.31,Republic of Ireland,False,180.0,230797.92
Laois,2024,4,2024 Q4,1.03,278663.38,Republic of Ireland,False,231.0,256463.72
Laois,2025,1,2025 Q1,1.9,275432.59,Republic of Ireland,False,123.0,246513.52
Laois,2025,2,2025 Q2,1.9,264502.57,Republic of Ireland,False,163.0,242880.96
Laois,2025,3,2025 Q3,2.13,310718.2,Republic of Ireland,False,165.0,271079.73
Laois,2025,4,2025 Q4,3.05,318730.71,Republic of Ireland,False,73.0,305000.38
Leitrim,2010,1,2010 Q1,-3.37,133485.36,Republic of Ireland,False,11.0,115636.36
Leitrim,2010,2,2010 Q2,-1.33,134282.41,Republic of Ireland,False,15.0,128622.67
Leitrim,2010,3,2010 Q3,0.2,117958.93,Republic of Ireland,False,25.0,101690.0
Leitrim,2010,4,2010 Q4,0.93,132383.84,Republic of Ireland,False,23.0,132854.35
Leitrim,2011,1,2011 Q1,2.27,105081.27,Republic of Ireland,False,18.0,99061.11
Leitrim,2011,2,2011 Q2,2.87,131171.35,Republic of Ireland,False,18.0,120250.0
Leitrim,2011,3,2011 Q3,2.43,105889.93,Republic of Ireland,False,28.0,103896.62
Leitrim,2011,4,2011 Q4,2.7,96240.19,Republic of Ireland,False,45.0,92405.24
Leitrim,2012,1,2012 Q1,2.13,95756.58,Republic of Ireland,False,23.0,93399.87
Leitrim,2012,2,2012 Q2,1.8,125411.27,Republic of Ireland,False,23.0,132543.48
Leitrim,2012,3,2012 Q3,1.77,103735.02,Republic of Ireland,False,36.0,96069.44
Leitrim,2012,4,2012 Q4,1.07,75441.54,Republic of Ireland,False,40.0,83446.25
Leitrim,2013,1,2013 Q1,0.97,68520.71,Republic of Ireland,False,23.0,71000.0
Leitrim,2013,2,2013 Q2,0.53,72565.25,Republic of Ireland,False,64.0,68065.49
Leitrim,2013,3,2013 Q3,0.3,77947.0,Republic of Ireland,False,56.0,76156.07
Leitrim,2013,4,2013 Q4,0.23,68228.29,Republic of Ireland,False,73.0,69981.79
Leitrim,2014,1,2014 Q1,0.07,70236.17,Republic of Ireland,False,46.0,68889.82
Leitrim,2014,2,2014 Q2,0.37,81927.65,Republic of Ireland,False,55.0,80252.73
Leitrim,2014,3,2014 Q3,0.37,87714.6,Republic of Ireland,False,59.0,86438.14
Leitrim,2014,4,2014 Q4,-0.03,74683.85,Republic of Ireland,False,120.0,69026.32
Leitrim,2015,1,2015 Q1,-0.6,89770.17,Republic of Ireland,False,72.0,87351.94
Leitrim,2015,2,2015 Q2,-0.43,90681.03,Republic of Ireland,False,73.0,82325.34
Leitrim,2015,3,2015 Q3,-0.17,95508.03,Republic of Ireland,False,75.0,79495.33
Leitrim,2015,4,2015 Q4,-0.07,86453.43,Republic of Ireland,False,123.0,83479.67
Leitrim,2016,1,2016 Q1,-0.13,80548.22,Republic of Ireland,False,69.0,78340.06
Leitrim,2016,2,2016 Q2,0.17,79940.57,Republic of Ireland,False,108.0,72298.08
Leitrim,2016,3,2016 Q3,0.13,91481.04,Republic of Ireland,False,92.0,79959.55
Leitrim,2016,4,2016 Q4,-0.07,97394.91,Republic of Ireland,False,117.0,85618.8
Leitrim,2017,1,2017 Q1,0.57,90721.69,Republic of Ireland,False,88.0,82637.92
Leitrim,2017,2,2017 Q2,0.23,99731.1,Republic of Ireland,False,89.0,97612.36
Leitrim,2017,3,2017 Q3,0.2,113385.86,Republic of Ireland,False,91.0,107957.42
Leitrim,2017,4,2017 Q4,0.47,96662.99,Republic of Ireland,False,112.0,92443.65
Leitrim,2018,1,2018 Q1,0.23,110902.26,Republic of Ireland,False,91.0,108756.1
Leitrim,2018,2,2018 Q2,0.17,106912.61,Republic of Ireland,False,77.0,92031.17
Leitrim,2018,3,2018 Q3,0.77,110657.4,Republic of Ireland,False,104.0,111397.12
Leitrim,2018,4,2018 Q4,0.73,114496.91,Republic of Ireland,False,111.0,114157.44
Leitrim,2019,1,2019 Q1,0.83,102064.45,Republic of Ireland,False,77.0,102301.95
Leitrim,2019,2,2019 Q2,1.17,115506.4,Republic of Ireland,False,81.0,111802.09
Leitrim,2019,3,2019 Q3,0.7,118477.44,Republic of Ireland,False,106.0,108422.97
Leitrim,2019,4,2019 Q4,1.03,117746.58,Republic of Ireland,False,108.0,107641.43
Leitrim,2020,1,2020 Q1,1.03,112262.16,Republic of Ireland,False,74.0,106803.77
Leitrim,2020,2,2020 Q2,-0.3,125065.21,Republic of Ireland,False,59.0,119997.76
Leitrim,2020,3,2020 Q3,-0.93,123078.98,Republic of Ireland,False,73.0,117646.96
Leitrim,2020,4,2020 Q4,-1.13,133343.81,Republic of Ireland,False,139.0,117105.28
Leitrim,2021,1,2021 Q1,-0.23,134145.49,Republic of Ireland,False,101.0,127016.26
Leitrim,2021,2,2021 Q2,1.4,117931.88,Republic of Ireland,False,106.0,124026.05
Leitrim,2021,3,2021 Q3,2.93,140531.66,Republic of Ireland,False,96.0,137875.43
Leitrim,2021,4,2021 Q4,5.27,160302.88,Republic of Ireland,False,134.0,156365.63
Leitrim,2022,1,2022 Q1,5.77,135227.47,Republic of Ireland,False,105.0,143234.47
Leitrim,2022,2,2022 Q2,7.97,146458.5,Republic of Ireland,False,108.0,150715.28
Leitrim,2022,3,2022 Q3,8.7,158558.72,Republic of Ireland,False,103.0,163082.52
Leitrim,2022,4,2022 Q4,8.8,175457.29,Republic of Ireland,False,159.0,170059.83
Leitrim,2023,1,2023 Q1,7.97,156660.1,Republic of Ireland,False,99.0,163433.33
Leitrim,2023,2,2023 Q2,6.63,143099.07,Republic of Ireland,False,88.0,148670.45
Leitrim,2023,3,2023 Q3,6.23,167443.3,Republic of Ireland,False,120.0,174314.48
Leitrim,2023,4,2023 Q4,4.5,172048.67,Republic of Ireland,False,140.0,170087.22
Leitrim,2024,1,2024 Q1,3.47,186386.14,Republic of Ireland,False,86.0,183982.73
Leitrim,2024,2,2024 Q2,2.47,170916.82,Republic of Ireland,False,111.0,163301.3
Leitrim,2024,3,2024 Q3,1.53,185444.11,Republic of Ireland,False,102.0,170718.87
Leitrim,2024,4,2024 Q4,1.03,201646.61,Republic of Ireland,False,122.0,187530.27
Leitrim,2025,1,2025 Q1,1.9,181294.15,Republic of Ireland,False,75.0,167629.33
Leitrim,2025,2,2025 Q2,1.9,212988.25,Republic of Ireland,False,91.0,198931.0
Leitrim,2025,3,2025 Q3,2.13,238893.28,Republic of Ireland,False,92.0,216877.06
Leitrim,2025,4,2025 Q4,3.05,215617.37,Republic of Ireland,False,36.0,208092.97
Limerick,2010,1,2010 Q1,-3.37,204984.19,Republic of Ireland,False,83.0,183341.57
Limerick,2010,2,2010 Q2,-1.33,185017.05,Republic of Ireland,False,128.0,181354.1
Limerick,2010,3,2010 Q3,0.2,194546.19,Republic of Ireland,False,143.0,187238.46
Limerick,2010,4,2010 Q4,0.93,184687.11,Republic of Ireland,False,131.0,172776.35
Limerick,2011,1,2011 Q1,2.27,182302.88,Republic of Ireland,False,99.0,179301.01
Limerick,2011,2,2011 Q2,2.87,158698.93,Republic of Ireland,False,111.0,162996.6
Limerick,2011,3,2011 Q3,2.43,173447.83,Republic of Ireland,False,169.0,161694.98
Limerick,2011,4,2011 Q4,2.7,141184.81,Republic of Ireland,False,152.0,142003.23
Limerick,2012,1,2012 Q1,2.13,142134.6,Republic of Ireland,False,116.0,143146.07
Limerick,2012,2,2012 Q2,1.8,142012.5,Republic of Ireland,False,140.0,129328.36
Limerick,2012,3,2012 Q3,1.77,156571.75,Republic of Ireland,False,158.0,156334.27
Limerick,2012,4,2012 Q4,1.07,142461.97,Republic of Ireland,False,243.0,139338.93
Limerick,2013,1,2013 Q1,0.97,132752.45,Republic of Ireland,False,114.0,120969.74
Limerick,2013,2,2013 Q2,0.53,134145.78,Republic of Ireland,False,168.0,128534.94
Limerick,2013,3,2013 Q3,0.3,149016.58,Republic of Ireland,False,203.0,132949.62
Limerick,2013,4,2013 Q4,0.23,135869.36,Republic of Ireland,False,235.0,130295.26
Limerick,2014,1,2014 Q1,0.07,120479.6,Republic of Ireland,False,172.0,111996.02
Limerick,2014,2,2014 Q2,0.37,118756.55,Republic of Ireland,False,245.0,108528.88
Limerick,2014,3,2014 Q3,0.37,127641.93,Republic of Ireland,False,341.0,119423.03
Limerick,2014,4,2014 Q4,-0.03,115680.97,Republic of Ireland,False,589.0,103439.44
Limerick,2015,1,2015 Q1,-0.6,124374.79,Republic of Ireland,False,368.0,119489.53
Limerick,2015,2,2015 Q2,-0.43,132135.43,Republic of Ireland,False,334.0,115397.67
Limerick,2015,3,2015 Q3,-0.17,131784.0,Republic of Ireland,False,517.0,107960.87
Limerick,2015,4,2015 Q4,-0.07,158198.62,Republic of Ireland,False,468.0,148106.38
Limerick,2016,1,2016 Q1,-0.13,136313.46,Republic of Ireland,False,326.0,118469.94
Limerick,2016,2,2016 Q2,0.17,138226.48,Republic of Ireland,False,350.0,126169.04
Limerick,2016,3,2016 Q3,0.13,150168.72,Republic of Ireland,False,396.0,141234.1
Limerick,2016,4,2016 Q4,-0.07,149453.76,Republic of Ireland,False,491.0,134662.93
Limerick,2017,1,2017 Q1,0.57,162484.21,Republic of Ireland,False,290.0,146309.13
Limerick,2017,2,2017 Q2,0.23,157427.15,Republic of Ireland,False,403.0,138124.15
Limerick,2017,3,2017 Q3,0.2,162103.98,Republic of Ireland,False,485.0,142058.61
Limerick,2017,4,2017 Q4,0.47,173886.24,Republic of Ireland,False,480.0,158039.16
Limerick,2018,1,2018 Q1,0.23,181048.57,Republic of Ireland,False,344.0,162481.4
Limerick,2018,2,2018 Q2,0.17,189867.6,Republic of Ireland,False,363.0,162589.98
Limerick,2018,3,2018 Q3,0.77,195709.27,Republic of Ireland,False,442.0,173145.69
Limerick,2018,4,2018 Q4,0.73,198668.12,Republic of Ireland,False,527.0,171191.5
Limerick,2019,1,2019 Q1,0.83,181206.6,Republic of Ireland,False,322.0,168592.35
Limerick,2019,2,2019 Q2,1.17,210981.88,Republic of Ireland,False,370.0,181024.94
Limerick,2019,3,2019 Q3,0.7,219545.67,Republic of Ireland,False,468.0,186340.83
Limerick,2019,4,2019 Q4,1.03,180107.37,Republic of Ireland,False,502.0,169758.99
Limerick,2020,1,2020 Q1,1.03,210136.28,Republic of Ireland,False,340.0,182619.41
Limerick,2020,2,2020 Q2,-0.3,206894.88,Republic of Ireland,False,234.0,183542.71
Limerick,2020,3,2020 Q3,-0.93,193840.56,Republic of Ireland,False,336.0,169703.21
Limerick,2020,4,2020 Q4,-1.13,235785.8,Republic of Ireland,False,487.0,192023.48
Limerick,2021,1,2021 Q1,-0.23,210711.48,Republic of Ireland,False,350.0,186178.57
Limerick,2021,2,2021 Q2,1.4,256811.4,Republic of Ireland,False,389.0,199411.0
Limerick,2021,3,2021 Q3,2.93,220973.39,Republic of Ireland,False,488.0,214653.07
Limerick,2021,4,2021 Q4,5.27,238411.39,Republic of Ireland,False,527.0,206392.67
Limerick,2022,1,2022 Q1,5.77,234975.14,Republic of Ireland,False,355.0,233304.55
Limerick,2022,2,2022 Q2,7.97,240711.95,Republic of Ireland,False,404.0,216329.93
Limerick,2022,3,2022 Q3,8.7,234008.4,Republic of Ireland,False,456.0,229230.97
Limerick,2022,4,2022 Q4,8.8,283468.99,Republic of Ireland,False,553.0,224939.95
Limerick,2023,1,2023 Q1,7.97,238399.94,Republic of Ireland,False,349.0,236277.93
Limerick,2023,2,2023 Q2,6.63,237075.91,Republic of Ireland,False,379.0,228175.27
Limerick,2023,3,2023 Q3,6.23,241052.55,Republic of Ireland,False,488.0,238174.61
Limerick,2023,4,2023 Q4,4.5,336452.65,Republic of Ireland,False,486.0,249413.24
Limerick,2024,1,2024 Q1,3.47,249598.48,Republic of Ireland,False,332.0,240719.58
Limerick,2024,2,2024 Q2,2.47,317553.12,Republic of Ireland,False,377.0,270918.53
Limerick,2024,3,2024 Q3,1.53,296450.9,Republic of Ireland,False,404.0,267766.4
Limerick,2024,4,2024 Q4,1.03,360277.5,Republic of Ireland,False,424.0,273939.99
Limerick,2025,1,2025 Q1,1.9,324141.22,Republic of Ireland,False,305.0,306263.83
Limerick,2025,2,2025 Q2,1.9,305000.0,Republic of Ireland,False,382.0,292074.76
Limerick,2025,3,2025 Q3,2.13,298867.98,Republic of Ireland,False,380.0,293684.77
Limerick,2025,4,2025 Q4,3.05,318475.85,Republic of Ireland,False,168.0,298771.85
Longford,2010,1,2010 Q1,-3.37,152496.2,Republic of Ireland,False,16.0,147593.75
Longford,2010,2,2010 Q2,-1.33,134455.99,Republic of Ireland,False,20.0,92650.0
Longford,2010,3,2010 Q3,0.2,143847.63,Republic of Ireland,False,23.0,134347.83
Longford,2010,4,2010 Q4,0.93,124382.18,Republic of Ireland,False,20.0,125150.0
Longford,2011,1,2011 Q1,2.27,99167.52,Republic of Ireland,False,18.0,118027.78
Longford,2011,2,2011 Q2,2.87,114243.36,Republic of Ireland,False,19.0,96581.58
Longford,2011,3,2011 Q3,2.43,92705.0,Republic of Ireland,False,23.0,81239.13
Longford,2011,4,2011 Q4,2.7,86393.73,Republic of Ireland,False,20.0,89625.0
Longford,2012,1,2012 Q1,2.13,76607.78,Republic of Ireland,False,19.0,84139.58
Longford,2012,2,2012 Q2,1.8,83113.42,Republic of Ireland,False,23.0,80478.26
Longford,2012,3,2012 Q3,1.77,99169.08,Republic of Ireland,False,36.0,89255.78
Longford,2012,4,2012 Q4,1.07,72920.1,Republic of Ireland,False,56.0,72197.45
Longford,2013,1,2013 Q1,0.97,60342.86,Republic of Ireland,False,29.0,65531.13
Longford,2013,2,2013 Q2,0.53,61596.95,Republic of Ireland,False,48.0,59206.25
Longford,2013,3,2013 Q3,0.3,73254.98,Republic of Ireland,False,40.0,74037.34
Longford,2013,4,2013 Q4,0.23,69666.09,Republic of Ireland,False,59.0,66529.66
Longford,2014,1,2014 Q1,0.07,60678.87,Republic of Ireland,False,46.0,58107.61
Longford,2014,2,2014 Q2,0.37,72282.93,Republic of Ireland,False,61.0,62413.11
Longford,2014,3,2014 Q3,0.37,68788.07,Republic of Ireland,False,93.0,60506.59
Longford,2014,4,2014 Q4,-0.03,70411.54,Republic of Ireland,False,123.0,63750.2
Longford,2015,1,2015 Q1,-0.6,67379.25,Republic of Ireland,False,107.0,60019.32
Longford,2015,2,2015 Q2,-0.43,70283.23,Republic of Ireland,False,74.0,67243.81
Longford,2015,3,2015 Q3,-0.17,74328.46,Republic of Ireland,False,79.0,70222.15
Longford,2015,4,2015 Q4,-0.07,78418.46,Republic of Ireland,False,91.0,76995.19
Longford,2016,1,2016 Q1,-0.13,78496.29,Republic of Ireland,False,73.0,74908.38
Longford,2016,2,2016 Q2,0.17,72991.06,Republic of Ireland,False,91.0,68460.45
Longford,2016,3,2016 Q3,0.13,95893.35,Republic of Ireland,False,78.0,87326.28
Longford,2016,4,2016 Q4,-0.07,87057.69,Republic of Ireland,False,110.0,79651.42
Longford,2017,1,2017 Q1,0.57,82898.32,Republic of Ireland,False,73.0,79073.29
Longford,2017,2,2017 Q2,0.23,97804.89,Republic of Ireland,False,79.0,89015.82
Longford,2017,3,2017 Q3,0.2,96973.27,Republic of Ireland,False,74.0,97175.68
Longford,2017,4,2017 Q4,0.47,102683.07,Republic of Ireland,False,95.0,96615.26
Longford,2018,1,2018 Q1,0.23,92336.2,Republic of Ireland,False,78.0,89659.27
Longford,2018,2,2018 Q2,0.17,94536.01,Republic of Ireland,False,90.0,88299.82
Longford,2018,3,2018 Q3,0.77,101636.6,Republic of Ireland,False,91.0,101641.91
Longford,2018,4,2018 Q4,0.73,123369.1,Republic of Ireland,False,96.0,107595.83
Longford,2019,1,2019 Q1,0.83,111223.56,Republic of Ireland,False,71.0,111478.87
Longford,2019,2,2019 Q2,1.17,117434.56,Republic of Ireland,False,69.0,117442.85
Longford,2019,3,2019 Q3,0.7,129078.04,Republic of Ireland,False,107.0,123281.53
Longford,2019,4,2019 Q4,1.03,126189.01,Republic of Ireland,False,91.0,119957.15
Longford,2020,1,2020 Q1,1.03,151177.93,Republic of Ireland,False,77.0,120776.79
Longford,2020,2,2020 Q2,-0.3,102521.66,Republic of Ireland,False,62.0,103567.73
Longford,2020,3,2020 Q3,-0.93,120734.87,Republic of Ireland,False,73.0,109495.08
Longford,2020,4,2020 Q4,-1.13,147725.32,Republic of Ireland,False,101.0,115274.22
Longford,2021,1,2021 Q1,-0.23,162802.88,Republic of Ireland,False,113.0,115813.56
Longford,2021,2,2021 Q2,1.4,131961.9,Republic of Ireland,False,113.0,119731.25
Longford,2021,3,2021 Q3,2.93,161304.29,Republic of Ireland,False,113.0,133798.18
Longford,2021,4,2021 Q4,5.27,166215.69,Republic of Ireland,False,146.0,150373.08
Longford,2022,1,2022 Q1,5.77,150044.5,Republic of Ireland,False,99.0,146015.15
Longford,2022,2,2022 Q2,7.97,137386.25,Republic of Ireland,False,103.0,149433.57
Longford,2022,3,2022 Q3,8.7,156205.86,Republic of Ireland,False,108.0,159122.28
Longford,2022,4,2022 Q4,8.8,146395.12,Republic of Ireland,False,133.0,154128.47
Longford,2023,1,2023 Q1,7.97,152618.73,Republic of Ireland,False,90.0,160400.12
Longford,2023,2,2023 Q2,6.63,168316.77,Republic of Ireland,False,88.0,177153.41
Longford,2023,3,2023 Q3,6.23,178216.91,Republic of Ireland,False,96.0,174593.75
Longford,2023,4,2023 Q4,4.5,212851.37,Republic of Ireland,False,118.0,187627.12
Longford,2024,1,2024 Q1,3.47,168367.67,Republic of Ireland,False,92.0,165407.97
Longford,2024,2,2024 Q2,2.47,185707.87,Republic of Ireland,False,83.0,168732.53
Longford,2024,3,2024 Q3,1.53,208676.51,Republic of Ireland,False,79.0,225702.53
Longford,2024,4,2024 Q4,1.03,185459.52,Republic of Ireland,False,104.0,198974.04
Longford,2025,1,2025 Q1,1.9,175145.72,Republic of Ireland,False,100.0,175535.0
Longford,2025,2,2025 Q2,1.9,223163.34,Republic of Ireland,False,91.0,202466.48
Longford,2025,3,2025 Q3,2.13,197218.85,Republic of Ireland,False,104.0,203627.4
Longford,2025,4,2025 Q4,3.05,192756.46,Republic of Ireland,False,35.0,181998.0
Louth,2010,1,2010 Q1,-3.37,232483.15,Republic of Ireland,False,68.0,190250.0
Louth,2010,2,2010 Q2,-1.33,184776.75,Republic of Ireland,False,67.0,174924.63
Louth,2010,3,2010 Q3,0.2,186879.07,Republic of Ireland,False,94.0,176515.96
Louth,2010,4,2010 Q4,0.93,164210.2,Republic of Ireland,False,96.0,153842.19
Louth,2011,1,2011 Q1,2.27,174167.24,Republic of Ireland,False,74.0,164914.86
Louth,2011,2,2011 Q2,2.87,145037.65,Republic of Ireland,False,65.0,140030.77
Louth,2011,3,2011 Q3,2.43,152732.97,Republic of Ireland,False,84.0,147512.13
Louth,2011,4,2011 Q4,2.7,142699.04,Republic of Ireland,False,108.0,131012.18
Louth,2012,1,2012 Q1,2.13,133129.02,Republic of Ireland,False,89.0,121493.12
Louth,2012,2,2012 Q2,1.8,164566.07,Republic of Ireland,False,85.0,114444.12
Louth,2012,3,2012 Q3,1.77,138269.09,Republic of Ireland,False,116.0,127347.13
Louth,2012,4,2012 Q4,1.07,124388.62,Republic of Ireland,False,157.0,123363.82
Louth,2013,1,2013 Q1,0.97,121960.3,Republic of Ireland,False,101.0,110940.1
Louth,2013,2,2013 Q2,0.53,130463.5,Republic of Ireland,False,127.0,120930.12
