County,Year,Quarter,Period,transaction_count,avg_price,Inflation_Rate,real_avg_price,Region
Cork,2025,1,2025 Q1,1418.0,359930.32,1.9,353219.16,Republic of Ireland
Cork,2025,2,2025 Q2,1697.0,359515.79,1.9,352812.36,Republic of Ireland
Cork,2025,3,2025 Q3,1920.0,382299.74,2.13,374326.59,Republic of Ireland
Cork,2025,4,2025 Q4,707.0,382661.01,3.05,371335.28,Republic of Ireland
Derry City and Strabane,2010,1,2010 Q1,137.0,128634.51,3.28,124549.29,Northern Ireland
Derry City and Strabane,2010,2,2010 Q2,178.0,125699.95,3.46,121496.18,Northern Ireland
Derry City and Strabane,2010,3,2010 Q3,178.0,126116.63,3.09,122336.43,Northern Ireland
Derry City and Strabane,2010,4,2010 Q4,180.0,114126.21,3.38,110394.86,Northern Ireland
Derry City and Strabane,2011,1,2011 Q1,166.0,120165.68,4.12,115410.76,Northern Ireland
Derry City and Strabane,2011,2,2011 Q2,207.0,108325.63,4.38,103780.06,Northern Ireland
Derry City and Strabane,2011,3,2011 Q3,210.0,104940.59,4.71,100220.22,Northern Ireland
Derry City and Strabane,2011,4,2011 Q4,179.0,101405.85,4.65,96900.0,Northern Ireland
Derry City and Strabane,2012,1,2012 Q1,181.0,106866.65,3.49,103262.78,Northern Ireland
Derry City and Strabane,2012,2,2012 Q2,194.0,107927.3,2.76,105028.51,Northern Ireland
Derry City and Strabane,2012,3,2012 Q3,229.0,104819.79,2.41,102353.08,Northern Ireland
Derry City and Strabane,2012,4,2012 Q4,259.0,102305.46,2.67,99644.94,Northern Ireland
Derry City and Strabane,2013,1,2013 Q1,233.0,93106.7,2.78,90588.34,Northern Ireland
Derry City and Strabane,2013,2,2013 Q2,248.0,96219.33,2.68,93707.96,Northern Ireland
Derry City and Strabane,2013,3,2013 Q3,260.0,96918.82,2.71,94361.62,Northern Ireland
Derry City and Strabane,2013,4,2013 Q4,271.0,97798.82,2.1,95787.29,Northern Ireland
Derry City and Strabane,2014,1,2014 Q1,323.0,99858.3,1.74,98150.48,Northern Ireland
Derry City and Strabane,2014,2,2014 Q2,302.0,102748.44,1.72,101011.05,Northern Ireland
Derry City and Strabane,2014,3,2014 Q3,354.0,109925.02,1.46,108343.21,Northern Ireland
Derry City and Strabane,2014,4,2014 Q4,344.0,112944.23,0.94,111892.44,Northern Ireland
Derry City and Strabane,2015,1,2015 Q1,311.0,122108.06,0.1,121986.07,Northern Ireland
Derry City and Strabane,2015,2,2015 Q2,342.0,125331.22,-0.02,125356.29,Northern Ireland
Derry City and Strabane,2015,3,2015 Q3,345.0,131003.62,0.01,130990.52,Northern Ireland
Derry City and Strabane,2015,4,2015 Q4,376.0,129735.84,0.07,129645.09,Northern Ireland
Derry City and Strabane,2016,1,2016 Q1,382.0,125557.42,0.35,125119.5,Northern Ireland
Derry City and Strabane,2016,2,2016 Q2,275.0,124906.39,0.35,124470.74,Northern Ireland
Derry City and Strabane,2016,3,2016 Q3,368.0,119088.61,0.73,118225.56,Northern Ireland
Derry City and Strabane,2016,4,2016 Q4,356.0,118587.23,1.21,117169.48,Northern Ireland
Derry City and Strabane,2017,1,2017 Q1,333.0,121280.07,2.14,118739.05,Northern Ireland
Derry City and Strabane,2017,2,2017 Q2,379.0,121928.69,2.74,118676.94,Northern Ireland
Derry City and Strabane,2017,3,2017 Q3,409.0,120671.69,2.82,117362.08,Northern Ireland
Derry City and Strabane,2017,4,2017 Q4,438.0,126957.68,3.02,123235.95,Northern Ireland
Derry City and Strabane,2018,1,2018 Q1,361.0,122883.52,2.72,119629.6,Northern Ireland
Derry City and Strabane,2018,2,2018 Q2,411.0,129818.14,2.42,126750.77,Northern Ireland
Derry City and Strabane,2018,3,2018 Q3,407.0,128641.79,2.52,125479.7,Northern Ireland
Derry City and Strabane,2018,4,2018 Q4,433.0,136260.63,2.27,133236.17,Northern Ireland
Derry City and Strabane,2019,1,2019 Q1,349.0,133677.48,1.88,131210.72,Northern Ireland
Derry City and Strabane,2019,2,2019 Q2,393.0,135891.7,2.05,133161.88,Northern Ireland
Derry City and Strabane,2019,3,2019 Q3,442.0,127484.69,1.83,125193.65,Northern Ireland
Derry City and Strabane,2019,4,2019 Q4,398.0,141569.86,1.41,139601.48,Northern Ireland
Derry City and Strabane,2020,1,2020 Q1,358.0,140436.88,1.67,138130.11,Northern Ireland
Derry City and Strabane,2020,2,2020 Q2,115.0,137654.57,0.62,136806.37,Northern Ireland
Derry City and Strabane,2020,3,2020 Q3,372.0,133502.86,0.6,132706.62,Northern Ireland
Derry City and Strabane,2020,4,2020 Q4,496.0,137251.78,0.53,136528.18,Northern Ireland
Derry City and Strabane,2021,1,2021 Q1,468.0,146123.76,0.61,145237.81,Northern Ireland
Derry City and Strabane,2021,2,2021 Q2,448.0,149196.67,2.05,146199.58,Northern Ireland
Derry City and Strabane,2021,3,2021 Q3,512.0,160138.64,2.77,155822.36,Northern Ireland
Derry City and Strabane,2021,4,2021 Q4,444.0,162513.72,4.91,154907.75,Northern Ireland
Derry City and Strabane,2022,1,2022 Q1,416.0,167107.36,6.22,157321.94,Northern Ireland
Derry City and Strabane,2022,2,2022 Q2,379.0,169493.05,9.17,155256.07,Northern Ireland
Derry City and Strabane,2022,3,2022 Q3,438.0,173716.41,10.02,157895.3,Northern Ireland
Derry City and Strabane,2022,4,2022 Q4,438.0,167824.95,10.75,151534.94,Northern Ireland
Derry City and Strabane,2023,1,2023 Q1,367.0,160087.94,10.18,145296.73,Northern Ireland
Derry City and Strabane,2023,2,2023 Q2,315.0,175179.12,8.43,161559.64,Northern Ireland
Derry City and Strabane,2023,3,2023 Q3,339.0,181819.14,6.71,170386.22,Northern Ireland
Derry City and Strabane,2023,4,2023 Q4,382.0,175759.27,4.18,168707.3,Northern Ireland
Derry City and Strabane,2024,1,2024 Q1,319.0,175533.73,3.54,169532.29,Northern Ireland
Derry City and Strabane,2024,2,2024 Q2,377.0,183492.26,2.1,179718.18,Northern Ireland
Derry City and Strabane,2024,3,2024 Q3,386.0,191573.14,2.04,187743.18,Northern Ireland
Derry City and Strabane,2024,4,2024 Q4,417.0,200486.03,2.47,195653.39,Northern Ireland
Derry City and Strabane,2025,1,2025 Q1,378.0,201330.27,2.8,195846.57,Northern Ireland
Derry City and Strabane,2025,2,2025 Q2,318.0,199101.54,3.49,192387.23,Northern Ireland
Derry City and Strabane,2025,3,2025 Q3,315.0,211041.56,3.8,203315.57,Northern Ireland
Donegal,2010,1,2010 Q1,128.0,164544.66,-3.37,170283.2,Republic of Ireland
Donegal,2010,2,2010 Q2,153.0,150964.91,-1.33,152999.8,Republic of Ireland
Donegal,2010,3,2010 Q3,163.0,155558.04,0.2,155247.55,Republic of Ireland
Donegal,2010,4,2010 Q4,191.0,140816.42,0.93,139518.9,Republic of Ireland
Donegal,2011,1,2011 Q1,98.0,139603.42,2.27,136504.77,Republic of Ireland
Donegal,2011,2,2011 Q2,121.0,129030.58,2.87,125430.72,Republic of Ireland
Donegal,2011,3,2011 Q3,134.0,122020.98,2.43,119126.21,Republic of Ireland
Donegal,2011,4,2011 Q4,181.0,127311.18,2.7,123964.15,Republic of Ireland
Donegal,2012,1,2012 Q1,146.0,109132.6,2.13,106856.55,Republic of Ireland
Donegal,2012,2,2012 Q2,149.0,109630.53,1.8,107692.07,Republic of Ireland
Donegal,2012,3,2012 Q3,168.0,101349.84,1.77,99587.15,Republic of Ireland
Donegal,2012,4,2012 Q4,240.0,104368.39,1.07,103263.47,Republic of Ireland
Donegal,2013,1,2013 Q1,154.0,91049.82,0.97,90175.12,Republic of Ireland
Donegal,2013,2,2013 Q2,149.0,91727.9,0.53,91244.3,Republic of Ireland
Donegal,2013,3,2013 Q3,204.0,100040.37,0.3,99741.14,Republic of Ireland
Donegal,2013,4,2013 Q4,258.0,88728.31,0.23,88524.7,Republic of Ireland
Donegal,2014,1,2014 Q1,182.0,98464.14,0.07,98395.26,Republic of Ireland
Donegal,2014,2,2014 Q2,285.0,84004.91,0.37,83695.24,Republic of Ireland
Donegal,2014,3,2014 Q3,310.0,88703.65,0.37,88376.66,Republic of Ireland
Donegal,2014,4,2014 Q4,431.0,96495.24,-0.03,96524.2,Republic of Ireland
Donegal,2015,1,2015 Q1,336.0,93171.53,-0.6,93733.94,Republic of Ireland
Donegal,2015,2,2015 Q2,380.0,100428.15,-0.43,100861.85,Republic of Ireland
Donegal,2015,3,2015 Q3,355.0,109505.32,-0.17,109691.8,Republic of Ireland
Donegal,2015,4,2015 Q4,438.0,108815.15,-0.07,108891.38,Republic of Ireland
Donegal,2016,1,2016 Q1,318.0,101416.19,-0.13,101548.2,Republic of Ireland
Donegal,2016,2,2016 Q2,352.0,116805.51,0.17,116607.28,Republic of Ireland
Donegal,2016,3,2016 Q3,338.0,107102.0,0.13,106962.94,Republic of Ireland
Donegal,2016,4,2016 Q4,463.0,107284.39,-0.07,107359.55,Republic of Ireland
Donegal,2017,1,2017 Q1,275.0,116683.46,0.57,116022.13,Republic of Ireland
Donegal,2017,2,2017 Q2,320.0,115044.94,0.23,114780.94,Republic of Ireland
Donegal,2017,3,2017 Q3,361.0,115116.15,0.2,114886.38,Republic of Ireland
Donegal,2017,4,2017 Q4,378.0,129421.39,0.47,128815.95,Republic of Ireland
Donegal,2018,1,2018 Q1,270.0,116509.18,0.23,116241.82,Republic of Ireland
Donegal,2018,2,2018 Q2,387.0,104007.16,0.17,103830.64,Republic of Ireland
Donegal,2018,3,2018 Q3,370.0,127341.92,0.77,126368.88,Republic of Ireland
Donegal,2018,4,2018 Q4,465.0,124952.93,0.73,124047.39,Republic of Ireland
Donegal,2019,1,2019 Q1,292.0,124128.58,0.83,123106.79,Republic of Ireland
Donegal,2019,2,2019 Q2,345.0,121145.92,1.17,119744.9,Republic of Ireland
Donegal,2019,3,2019 Q3,417.0,130662.27,0.7,129753.99,Republic of Ireland
Donegal,2019,4,2019 Q4,500.0,127585.12,1.03,126284.39,Republic of Ireland
Donegal,2020,1,2020 Q1,318.0,138332.22,1.03,136921.92,Republic of Ireland
Donegal,2020,2,2020 Q2,214.0,117580.54,-0.3,117934.34,Republic of Ireland
Donegal,2020,3,2020 Q3,328.0,148229.24,-0.93,149620.71,Republic of Ireland
Donegal,2020,4,2020 Q4,521.0,149334.15,-1.13,151040.91,Republic of Ireland
Donegal,2021,1,2021 Q1,358.0,142822.08,-0.23,143151.33,Republic of Ireland
Donegal,2021,2,2021 Q2,439.0,145316.09,1.4,143309.75,Republic of Ireland
Donegal,2021,3,2021 Q3,398.0,152109.86,2.93,147779.91,Republic of Ireland
Donegal,2021,4,2021 Q4,506.0,165349.48,5.27,157071.8,Republic of Ireland
Donegal,2022,1,2022 Q1,359.0,172713.81,5.77,163291.87,Republic of Ireland
Donegal,2022,2,2022 Q2,414.0,176395.41,7.97,163374.46,Republic of Ireland
Donegal,2022,3,2022 Q3,437.0,180071.72,8.7,165659.35,Republic of Ireland
Donegal,2022,4,2022 Q4,421.0,200885.08,8.8,184637.02,Republic of Ireland
Donegal,2023,1,2023 Q1,328.0,184228.56,7.97,170629.4,Republic of Ireland
Donegal,2023,2,2023 Q2,359.0,177902.49,6.63,166840.94,Republic of Ireland
Donegal,2023,3,2023 Q3,405.0,208344.84,6.23,196126.18,Republic of Ireland
Donegal,2023,4,2023 Q4,426.0,188909.44,4.5,180774.58,Republic of Ireland
Donegal,2024,1,2024 Q1,305.0,183147.94,3.47,177005.84,Republic of Ireland
Donegal,2024,2,2024 Q2,388.0,196430.93,2.47,191696.04,Republic of Ireland
Donegal,2024,3,2024 Q3,372.0,200765.67,1.53,197740.25,Republic of Ireland
Donegal,2024,4,2024 Q4,452.0,212393.04,1.03,210227.7,Republic of Ireland
Donegal,2025,1,2025 Q1,271.0,205770.66,1.9,201933.91,Republic of Ireland
Donegal,2025,2,2025 Q2,379.0,254342.68,1.9,249600.28,Republic of Ireland
Donegal,2025,3,2025 Q3,370.0,204855.71,2.13,200583.28,Republic of Ireland
Donegal,2025,4,2025 Q4,154.0,226299.26,3.05,219601.42,Republic of Ireland
Dublin,2010,1,2010 Q1,1431.0,343225.71,-3.37,355195.81,Republic of Ireland
Dublin,2010,2,2010 Q2,1809.0,351568.82,-1.33,356307.71,Republic of Ireland
Dublin,2010,3,2010 Q3,2004.0,331847.43,0.2,331185.06,Republic of Ireland
Dublin,2010,4,2010 Q4,1697.0,305706.22,0.93,302889.34,Republic of Ireland
Dublin,2011,1,2011 Q1,1081.0,327718.25,2.27,320444.17,Republic of Ireland
Dublin,2011,2,2011 Q2,1262.0,309704.25,2.87,301063.72,Republic of Ireland
Dublin,2011,3,2011 Q3,1671.0,318842.18,2.43,311278.12,Republic of Ireland
Dublin,2011,4,2011 Q4,1891.0,289785.33,2.7,282166.83,Republic of Ireland
Dublin,2012,1,2012 Q1,1435.0,290219.86,2.13,284167.1,Republic of Ireland
Dublin,2012,2,2012 Q2,1945.0,258356.9,1.8,253788.71,Republic of Ireland
Dublin,2012,3,2012 Q3,2337.0,290494.08,1.77,285441.77,Republic of Ireland
Dublin,2012,4,2012 Q4,3209.0,282201.37,1.07,279213.79,Republic of Ireland
Dublin,2013,1,2013 Q1,1585.0,320613.57,0.97,317533.5,Republic of Ireland
Dublin,2013,2,2013 Q2,2060.0,329712.55,0.53,327974.28,Republic of Ireland
Dublin,2013,3,2013 Q3,2870.0,346846.53,0.3,345809.1,Republic of Ireland
Dublin,2013,4,2013 Q4,4002.0,316982.26,0.23,316254.87,Republic of Ireland
Dublin,2014,1,2014 Q1,2194.0,331975.38,0.07,331743.16,Republic of Ireland
Dublin,2014,2,2014 Q2,2920.0,340022.49,0.37,338769.04,Republic of Ireland
Dublin,2014,3,2014 Q3,3814.0,408664.43,0.37,407157.94,Republic of Ireland
Dublin,2014,4,2014 Q4,5254.0,353340.13,-0.03,353446.17,Republic of Ireland
Dublin,2015,1,2015 Q1,3478.0,330603.89,-0.6,332599.48,Republic of Ireland
Dublin,2015,2,2015 Q2,4068.0,327031.98,-0.43,328444.29,Republic of Ireland
Dublin,2015,3,2015 Q3,3820.0,377125.27,-0.17,377767.47,Republic of Ireland
Dublin,2015,4,2015 Q4,4077.0,367409.28,-0.07,367666.65,Republic of Ireland
Dublin,2016,1,2016 Q1,3240.0,379728.2,-0.13,380222.49,Republic of Ireland
Dublin,2016,2,2016 Q2,3504.0,408157.49,0.17,407464.8,Republic of Ireland
Dublin,2016,3,2016 Q3,4159.0,407448.12,0.13,406919.13,Republic of Ireland
Dublin,2016,4,2016 Q4,4911.0,415523.15,-0.07,415814.22,Republic of Ireland
Dublin,2017,1,2017 Q1,3632.0,408014.86,0.57,405702.35,Republic of Ireland
Dublin,2017,2,2017 Q2,3996.0,400652.7,0.23,399733.32,Republic of Ireland
Dublin,2017,3,2017 Q3,4784.0,422793.35,0.2,421949.45,Republic of Ireland
Dublin,2017,4,2017 Q4,5583.0,437915.29,0.47,435866.71,Republic of Ireland
Dublin,2018,1,2018 Q1,3929.0,416707.24,0.23,415751.02,Republic of Ireland
Dublin,2018,2,2018 Q2,4393.0,502374.18,0.17,501521.59,Republic of Ireland
Dublin,2018,3,2018 Q3,4890.0,471365.56,0.77,467763.78,Republic of Ireland
Dublin,2018,4,2018 Q4,5486.0,476714.9,0.73,473260.1,Republic of Ireland
Dublin,2019,1,2019 Q1,3764.0,417242.04,0.83,413807.43,Republic of Ireland
Dublin,2019,2,2019 Q2,4390.0,484788.95,1.17,479182.52,Republic of Ireland
Dublin,2019,3,2019 Q3,4876.0,535014.89,0.7,531295.82,Republic of Ireland
Dublin,2019,4,2019 Q4,5430.0,532870.82,1.03,527438.21,Republic of Ireland
Dublin,2020,1,2020 Q1,3608.0,532479.33,1.03,527050.71,Republic of Ireland
Dublin,2020,2,2020 Q2,2493.0,516464.53,-0.3,518018.59,Republic of Ireland
Dublin,2020,3,2020 Q3,3212.0,575944.59,-0.93,581351.16,Republic of Ireland
Dublin,2020,4,2020 Q4,5472.0,506972.13,-1.13,512766.4,Republic of Ireland
Dublin,2021,1,2021 Q1,3702.0,509279.8,-0.23,510453.84,Republic of Ireland
Dublin,2021,2,2021 Q2,3752.0,558409.74,1.4,550699.94,Republic of Ireland
Dublin,2021,3,2021 Q3,4519.0,547057.82,2.93,531485.3,Republic of Ireland
Dublin,2021,4,2021 Q4,5125.0,609187.44,5.27,578690.45,Republic of Ireland
Dublin,2022,1,2022 Q1,3985.0,535511.7,5.77,506298.29,Republic of Ireland
Dublin,2022,2,2022 Q2,4337.0,599277.5,7.97,555040.75,Republic of Ireland
Dublin,2022,3,2022 Q3,5101.0,632444.68,8.7,581825.83,Republic of Ireland
Dublin,2022,4,2022 Q4,5061.0,612831.6,8.8,563264.33,Republic of Ireland
Dublin,2023,1,2023 Q1,4010.0,632641.28,7.97,585941.72,Republic of Ireland
Dublin,2023,2,2023 Q2,4417.0,522728.53,6.63,490226.51,Republic of Ireland
Dublin,2023,3,2023 Q3,5088.0,610001.27,6.23,574226.94,Republic of Ireland
Dublin,2023,4,2023 Q4,5370.0,610337.31,4.5,584054.85,Republic of Ireland
Dublin,2024,1,2024 Q1,3646.0,582133.14,3.47,562610.56,Republic of Ireland
Dublin,2024,2,2024 Q2,4484.0,609495.42,2.47,594803.77,Republic of Ireland
Dublin,2024,3,2024 Q3,4937.0,620082.84,1.53,610738.54,Republic of Ireland
Dublin,2024,4,2024 Q4,6208.0,731602.58,1.03,724143.9,Republic of Ireland
Dublin,2025,1,2025 Q1,3916.0,602448.96,1.9,591215.85,Republic of Ireland
Dublin,2025,2,2025 Q2,4589.0,635700.55,1.9,623847.45,Republic of Ireland
Dublin,2025,3,2025 Q3,5090.0,682700.8,2.13,668462.55,Republic of Ireland
Dublin,2025,4,2025 Q4,1847.0,648825.76,3.05,629622.28,Republic of Ireland
Fermanagh and Omagh,2010,1,2010 Q1,80.0,135555.93,3.28,131250.9,Northern Ireland
Fermanagh and Omagh,2010,2,2010 Q2,95.0,137293.06,3.46,132701.59,Northern Ireland
Fermanagh and Omagh,2010,3,2010 Q3,85.0,146362.99,3.09,141975.93,Northern Ireland
Fermanagh and Omagh,2010,4,2010 Q4,116.0,128786.7,3.38,124576.03,Northern Ireland
Fermanagh and Omagh,2011,1,2011 Q1,85.0,128208.11,4.12,123134.95,Northern Ireland
Fermanagh and Omagh,2011,2,2011 Q2,101.0,134462.77,4.38,128820.43,Northern Ireland
Fermanagh and Omagh,2011,3,2011 Q3,121.0,118959.35,4.71,113608.39,Northern Ireland
Fermanagh and Omagh,2011,4,2011 Q4,113.0,118943.66,4.65,113658.54,Northern Ireland
Fermanagh and Omagh,2012,1,2012 Q1,108.0,116089.11,3.49,112174.23,Northern Ireland
Fermanagh and Omagh,2012,2,2012 Q2,115.0,115911.39,2.76,112798.16,Northern Ireland
Fermanagh and Omagh,2012,3,2012 Q3,108.0,118855.05,2.41,116058.05,Northern Ireland
Fermanagh and Omagh,2012,4,2012 Q4,140.0,109578.59,2.67,106728.93,Northern Ireland
Fermanagh and Omagh,2013,1,2013 Q1,127.0,106639.15,2.78,103754.77,Northern Ireland
Fermanagh and Omagh,2013,2,2013 Q2,136.0,105858.08,2.68,103095.13,Northern Ireland
Fermanagh and Omagh,2013,3,2013 Q3,166.0,113946.94,2.71,110940.45,Northern Ireland
Fermanagh and Omagh,2013,4,2013 Q4,171.0,105598.66,2.1,103426.7,Northern Ireland
Fermanagh and Omagh,2014,1,2014 Q1,227.0,110707.66,1.74,108814.29,Northern Ireland
Fermanagh and Omagh,2014,2,2014 Q2,183.0,120393.16,1.72,118357.41,Northern Ireland
Fermanagh and Omagh,2014,3,2014 Q3,224.0,122520.24,1.46,120757.19,Northern Ireland
Fermanagh and Omagh,2014,4,2014 Q4,238.0,123641.08,0.94,122489.68,Northern Ireland
Fermanagh and Omagh,2015,1,2015 Q1,155.0,127975.24,0.1,127847.39,Northern Ireland
Fermanagh and Omagh,2015,2,2015 Q2,189.0,137835.65,-0.02,137863.22,Northern Ireland
Fermanagh and Omagh,2015,3,2015 Q3,202.0,146756.61,0.01,146741.94,Northern Ireland
Fermanagh and Omagh,2015,4,2015 Q4,243.0,153642.25,0.07,153534.78,Northern Ireland
Fermanagh and Omagh,2016,1,2016 Q1,241.0,141601.94,0.35,141108.06,Northern Ireland
Fermanagh and Omagh,2016,2,2016 Q2,186.0,138571.2,0.35,138087.89,Northern Ireland
Fermanagh and Omagh,2016,3,2016 Q3,211.0,131470.35,0.73,130517.57,Northern Ireland
Fermanagh and Omagh,2016,4,2016 Q4,243.0,129351.45,1.21,127805.01,Northern Ireland
Fermanagh and Omagh,2017,1,2017 Q1,207.0,129005.05,2.14,126302.18,Northern Ireland
Fermanagh and Omagh,2017,2,2017 Q2,222.0,134230.68,2.74,130650.85,Northern Ireland
Fermanagh and Omagh,2017,3,2017 Q3,275.0,130431.6,2.82,126854.31,Northern Ireland
Fermanagh and Omagh,2017,4,2017 Q4,288.0,133582.73,3.02,129666.79,Northern Ireland
Fermanagh and Omagh,2018,1,2018 Q1,234.0,134909.61,2.72,131337.24,Northern Ireland
Fermanagh and Omagh,2018,2,2018 Q2,249.0,138746.23,2.42,135467.91,Northern Ireland
Fermanagh and Omagh,2018,3,2018 Q3,279.0,137025.75,2.52,133657.58,Northern Ireland
Fermanagh and Omagh,2018,4,2018 Q4,288.0,140142.61,2.27,137031.98,Northern Ireland
Fermanagh and Omagh,2019,1,2019 Q1,217.0,143453.92,1.88,140806.75,Northern Ireland
Fermanagh and Omagh,2019,2,2019 Q2,251.0,141670.31,2.05,138824.41,Northern Ireland
Fermanagh and Omagh,2019,3,2019 Q3,274.0,144208.01,1.83,141616.43,Northern Ireland
Fermanagh and Omagh,2019,4,2019 Q4,306.0,150056.54,1.41,147970.16,Northern Ireland
Fermanagh and Omagh,2020,1,2020 Q1,221.0,150054.61,1.67,147589.86,Northern Ireland
Fermanagh and Omagh,2020,2,2020 Q2,112.0,143406.38,0.62,142522.74,Northern Ireland
Fermanagh and Omagh,2020,3,2020 Q3,212.0,142210.57,0.6,141362.4,Northern Ireland
Fermanagh and Omagh,2020,4,2020 Q4,337.0,149920.55,0.53,149130.16,Northern Ireland
Fermanagh and Omagh,2021,1,2021 Q1,291.0,153970.44,0.61,153036.91,Northern Ireland
Fermanagh and Omagh,2021,2,2021 Q2,317.0,161026.63,2.05,157791.9,Northern Ireland
Fermanagh and Omagh,2021,3,2021 Q3,345.0,166552.32,2.77,162063.17,Northern Ireland
Fermanagh and Omagh,2021,4,2021 Q4,286.0,173545.87,4.91,165423.57,Northern Ireland
Fermanagh and Omagh,2022,1,2022 Q1,255.0,179035.06,6.22,168551.18,Northern Ireland
Fermanagh and Omagh,2022,2,2022 Q2,230.0,179374.77,9.17,164307.75,Northern Ireland
Fermanagh and Omagh,2022,3,2022 Q3,266.0,184318.59,10.02,167531.89,Northern Ireland
Fermanagh and Omagh,2022,4,2022 Q4,312.0,183993.83,10.75,166134.38,Northern Ireland
Fermanagh and Omagh,2023,1,2023 Q1,249.0,177640.55,10.18,161227.58,Northern Ireland
Fermanagh and Omagh,2023,2,2023 Q2,238.0,182038.44,8.43,167885.68,Northern Ireland
Fermanagh and Omagh,2023,3,2023 Q3,262.0,186335.07,6.71,174618.19,Northern Ireland
Fermanagh and Omagh,2023,4,2023 Q4,272.0,185379.98,4.18,177942.0,Northern Ireland
Fermanagh and Omagh,2024,1,2024 Q1,243.0,189399.1,3.54,182923.6,Northern Ireland
Fermanagh and Omagh,2024,2,2024 Q2,246.0,200102.08,2.1,195986.37,Northern Ireland
Fermanagh and Omagh,2024,3,2024 Q3,251.0,205499.39,2.04,201391.01,Northern Ireland
Fermanagh and Omagh,2024,4,2024 Q4,327.0,212597.34,2.47,207472.76,Northern Ireland
Fermanagh and Omagh,2025,1,2025 Q1,254.0,210071.9,2.8,204350.1,Northern Ireland
Fermanagh and Omagh,2025,2,2025 Q2,182.0,214491.6,3.49,207258.29,Northern Ireland
Fermanagh and Omagh,2025,3,2025 Q3,203.0,217379.38,3.8,209421.37,Northern Ireland
Galway,2010,1,2010 Q1,204.0,236726.24,-3.37,244982.13,Republic of Ireland
Galway,2010,2,2010 Q2,223.0,220717.12,-1.33,223692.23,Republic of Ireland
Galway,2010,3,2010 Q3,259.0,225318.14,0.2,224868.4,Republic of Ireland
Galway,2010,4,2010 Q4,264.0,212099.3,0.93,210144.96,Republic of Ireland
Galway,2011,1,2011 Q1,168.0,233455.69,2.27,228273.87,Republic of Ireland
Galway,2011,2,2011 Q2,206.0,208474.17,2.87,202657.89,Republic of Ireland
Galway,2011,3,2011 Q3,262.0,179101.77,2.43,174852.85,Republic of Ireland
Galway,2011,4,2011 Q4,321.0,180971.91,2.7,176214.13,Republic of Ireland
Galway,2012,1,2012 Q1,178.0,159839.92,2.13,156506.34,Republic of Ireland
Galway,2012,2,2012 Q2,243.0,159848.0,1.8,157021.61,Republic of Ireland
Galway,2012,3,2012 Q3,303.0,177291.34,1.77,174207.86,Republic of Ireland
Galway,2012,4,2012 Q4,448.0,163938.04,1.07,162202.47,Republic of Ireland
Galway,2013,1,2013 Q1,229.0,161109.02,0.97,159561.28,Republic of Ireland
Galway,2013,2,2013 Q2,367.0,149513.16,0.53,148724.92,Republic of Ireland
Galway,2013,3,2013 Q3,418.0,162913.83,0.3,162426.55,Republic of Ireland
Galway,2013,4,2013 Q4,572.0,154393.63,0.23,154039.34,Republic of Ireland
Galway,2014,1,2014 Q1,365.0,144249.82,0.07,144148.92,Republic of Ireland
Galway,2014,2,2014 Q2,520.0,150908.39,0.37,150352.09,Republic of Ireland
Galway,2014,3,2014 Q3,659.0,162348.67,0.37,161750.19,Republic of Ireland
Galway,2014,4,2014 Q4,889.0,157827.87,-0.03,157875.23,Republic of Ireland
Galway,2015,1,2015 Q1,626.0,190260.76,-0.6,191409.22,Republic of Ireland
Galway,2015,2,2015 Q2,609.0,154874.25,-0.43,155543.09,Republic of Ireland
Galway,2015,3,2015 Q3,766.0,164582.73,-0.17,164862.99,Republic of Ireland
Galway,2015,4,2015 Q4,833.0,166502.58,-0.07,166619.21,Republic of Ireland
Galway,2016,1,2016 Q1,457.0,176797.84,-0.13,177027.98,Republic of Ireland
Galway,2016,2,2016 Q2,707.0,182632.79,0.17,182322.84,Republic of Ireland
Galway,2016,3,2016 Q3,680.0,196885.59,0.13,196629.97,Republic of Ireland
Galway,2016,4,2016 Q4,737.0,195969.04,-0.07,196106.31,Republic of Ireland
Galway,2017,1,2017 Q1,529.0,213641.45,0.57,212430.59,Republic of Ireland
Galway,2017,2,2017 Q2,634.0,191584.17,0.23,191144.53,Republic of Ireland
Galway,2017,3,2017 Q3,754.0,209728.78,0.2,209310.16,Republic of Ireland
Galway,2017,4,2017 Q4,874.0,223341.54,0.47,222296.75,Republic of Ireland
Galway,2018,1,2018 Q1,498.0,211182.66,0.23,210698.05,Republic of Ireland
Galway,2018,2,2018 Q2,619.0,282425.31,0.17,281946.01,Republic of Ireland
Galway,2018,3,2018 Q3,734.0,233719.29,0.77,231933.4,Republic of Ireland
Galway,2018,4,2018 Q4,810.0,234998.2,0.73,233295.15,Republic of Ireland
Galway,2019,1,2019 Q1,580.0,243634.05,0.83,241628.53,Republic of Ireland
Galway,2019,2,2019 Q2,624.0,220399.45,1.17,217850.6,Republic of Ireland
Galway,2019,3,2019 Q3,694.0,279125.12,0.7,277184.82,Republic of Ireland
Galway,2019,4,2019 Q4,879.0,240379.16,1.03,237928.5,Republic of Ireland
Galway,2020,1,2020 Q1,592.0,250148.08,1.03,247597.82,Republic of Ireland
Galway,2020,2,2020 Q2,405.0,240001.41,-0.3,240723.58,Republic of Ireland
Galway,2020,3,2020 Q3,516.0,255472.36,-0.93,257870.55,Republic of Ireland
