County,Year,Quarter,Period,transaction_count,avg_price,Inflation_Rate,real_avg_price,Region
Monaghan,2021,1,2021 Q1,110.0,156917.9,-0.23,157279.65,Republic of Ireland
Monaghan,2021,2,2021 Q2,116.0,163003.64,1.4,160753.09,Republic of Ireland
Monaghan,2021,3,2021 Q3,106.0,179113.36,2.93,174014.73,Republic of Ireland
Monaghan,2021,4,2021 Q4,130.0,187759.23,5.27,178359.67,Republic of Ireland
Monaghan,2022,1,2022 Q1,104.0,185038.42,5.77,174944.14,Republic of Ireland
Monaghan,2022,2,2022 Q2,131.0,203164.45,7.97,188167.5,Republic of Ireland
Monaghan,2022,3,2022 Q3,133.0,247931.43,8.7,228087.79,Republic of Ireland
Monaghan,2022,4,2022 Q4,179.0,258454.99,8.8,237550.54,Republic of Ireland
Monaghan,2023,1,2023 Q1,120.0,209152.52,7.97,193713.55,Republic of Ireland
Monaghan,2023,2,2023 Q2,108.0,217251.02,6.63,203742.87,Republic of Ireland
Monaghan,2023,3,2023 Q3,157.0,224292.32,6.23,211138.4,Republic of Ireland
Monaghan,2023,4,2023 Q4,155.0,197531.46,4.5,189025.32,Republic of Ireland
Monaghan,2024,1,2024 Q1,102.0,244096.48,3.47,235910.39,Republic of Ireland
Monaghan,2024,2,2024 Q2,96.0,235015.54,2.47,229350.58,Republic of Ireland
Monaghan,2024,3,2024 Q3,113.0,213832.36,1.53,210610.02,Republic of Ireland
Monaghan,2024,4,2024 Q4,147.0,259317.7,1.03,256673.95,Republic of Ireland
Monaghan,2025,1,2025 Q1,92.0,288926.02,1.9,283538.78,Republic of Ireland
Monaghan,2025,2,2025 Q2,108.0,210158.18,1.9,206239.62,Republic of Ireland
Monaghan,2025,3,2025 Q3,129.0,289373.34,2.13,283338.24,Republic of Ireland
Monaghan,2025,4,2025 Q4,58.0,205374.73,3.05,199296.2,Republic of Ireland
"Newry, Mourne and Down",2010,1,2010 Q1,170.0,153801.57,3.28,148917.09,Northern Ireland
"Newry, Mourne and Down",2010,2,2010 Q2,165.0,156976.34,3.46,151726.6,Northern Ireland
"Newry, Mourne and Down",2010,3,2010 Q3,171.0,158795.81,3.09,154036.09,Northern Ireland
"Newry, Mourne and Down",2010,4,2010 Q4,181.0,148242.45,3.38,143395.68,Northern Ireland
"Newry, Mourne and Down",2011,1,2011 Q1,154.0,141004.79,4.12,135425.27,Northern Ireland
"Newry, Mourne and Down",2011,2,2011 Q2,180.0,136093.01,4.38,130382.27,Northern Ireland
"Newry, Mourne and Down",2011,3,2011 Q3,205.0,134322.4,4.71,128280.39,Northern Ireland
"Newry, Mourne and Down",2011,4,2011 Q4,216.0,135606.97,4.65,129581.43,Northern Ireland
"Newry, Mourne and Down",2012,1,2012 Q1,188.0,131842.19,3.49,127396.07,Northern Ireland
"Newry, Mourne and Down",2012,2,2012 Q2,225.0,126492.67,2.76,123095.24,Northern Ireland
"Newry, Mourne and Down",2012,3,2012 Q3,228.0,129238.12,2.41,126196.78,Northern Ireland
"Newry, Mourne and Down",2012,4,2012 Q4,279.0,124247.43,2.67,121016.29,Northern Ireland
"Newry, Mourne and Down",2013,1,2013 Q1,232.0,111375.98,2.78,108363.48,Northern Ireland
"Newry, Mourne and Down",2013,2,2013 Q2,261.0,112267.45,2.68,109337.21,Northern Ireland
"Newry, Mourne and Down",2013,3,2013 Q3,290.0,114100.31,2.71,111089.78,Northern Ireland
"Newry, Mourne and Down",2013,4,2013 Q4,374.0,113459.14,2.1,111125.5,Northern Ireland
"Newry, Mourne and Down",2014,1,2014 Q1,311.0,125575.7,1.74,123428.05,Northern Ireland
"Newry, Mourne and Down",2014,2,2014 Q2,373.0,129642.17,1.72,127450.03,Northern Ireland
"Newry, Mourne and Down",2014,3,2014 Q3,402.0,137486.59,1.46,135508.17,Northern Ireland
"Newry, Mourne and Down",2014,4,2014 Q4,458.0,136807.52,0.94,135533.51,Northern Ireland
"Newry, Mourne and Down",2015,1,2015 Q1,366.0,144538.77,0.1,144394.38,Northern Ireland
"Newry, Mourne and Down",2015,2,2015 Q2,356.0,153992.98,-0.02,154023.78,Northern Ireland
"Newry, Mourne and Down",2015,3,2015 Q3,458.0,161543.77,0.01,161527.62,Northern Ireland
"Newry, Mourne and Down",2015,4,2015 Q4,482.0,162141.04,0.07,162027.62,Northern Ireland
"Newry, Mourne and Down",2016,1,2016 Q1,438.0,149576.17,0.35,149054.48,Northern Ireland
"Newry, Mourne and Down",2016,2,2016 Q2,347.0,150666.04,0.35,150140.55,Northern Ireland
"Newry, Mourne and Down",2016,3,2016 Q3,425.0,143953.24,0.73,142910.0,Northern Ireland
"Newry, Mourne and Down",2016,4,2016 Q4,466.0,139741.43,1.21,138070.77,Northern Ireland
"Newry, Mourne and Down",2017,1,2017 Q1,392.0,143634.14,2.14,140624.77,Northern Ireland
"Newry, Mourne and Down",2017,2,2017 Q2,432.0,144602.43,2.74,140745.99,Northern Ireland
"Newry, Mourne and Down",2017,3,2017 Q3,465.0,138455.28,2.82,134657.93,Northern Ireland
"Newry, Mourne and Down",2017,4,2017 Q4,539.0,143600.87,3.02,139391.25,Northern Ireland
"Newry, Mourne and Down",2018,1,2018 Q1,460.0,149363.56,2.72,145408.45,Northern Ireland
"Newry, Mourne and Down",2018,2,2018 Q2,502.0,146244.92,2.42,142789.42,Northern Ireland
"Newry, Mourne and Down",2018,3,2018 Q3,536.0,149800.61,2.52,146118.43,Northern Ireland
"Newry, Mourne and Down",2018,4,2018 Q4,505.0,152392.9,2.27,149010.36,Northern Ireland
"Newry, Mourne and Down",2019,1,2019 Q1,379.0,153184.47,1.88,150357.74,Northern Ireland
"Newry, Mourne and Down",2019,2,2019 Q2,482.0,157995.2,2.05,154821.36,Northern Ireland
"Newry, Mourne and Down",2019,3,2019 Q3,478.0,155175.03,1.83,152386.36,Northern Ireland
"Newry, Mourne and Down",2019,4,2019 Q4,515.0,162232.68,1.41,159977.0,Northern Ireland
"Newry, Mourne and Down",2020,1,2020 Q1,410.0,160958.72,1.67,158314.86,Northern Ireland
"Newry, Mourne and Down",2020,2,2020 Q2,145.0,156444.55,0.62,155480.57,Northern Ireland
"Newry, Mourne and Down",2020,3,2020 Q3,373.0,160407.17,0.6,159450.47,Northern Ireland
"Newry, Mourne and Down",2020,4,2020 Q4,638.0,165082.75,0.53,164212.42,Northern Ireland
"Newry, Mourne and Down",2021,1,2021 Q1,487.0,170230.58,0.61,169198.47,Northern Ireland
"Newry, Mourne and Down",2021,2,2021 Q2,506.0,180549.55,2.05,176922.64,Northern Ireland
"Newry, Mourne and Down",2021,3,2021 Q3,593.0,190711.78,2.77,185571.45,Northern Ireland
"Newry, Mourne and Down",2021,4,2021 Q4,505.0,191765.77,4.91,182790.74,Northern Ireland
"Newry, Mourne and Down",2022,1,2022 Q1,433.0,200366.97,6.22,188633.94,Northern Ireland
"Newry, Mourne and Down",2022,2,2022 Q2,449.0,204314.19,9.17,187152.32,Northern Ireland
"Newry, Mourne and Down",2022,3,2022 Q3,449.0,212824.45,10.02,193441.6,Northern Ireland
"Newry, Mourne and Down",2022,4,2022 Q4,546.0,203241.17,10.75,183513.47,Northern Ireland
"Newry, Mourne and Down",2023,1,2023 Q1,345.0,196498.94,10.18,178343.57,Northern Ireland
"Newry, Mourne and Down",2023,2,2023 Q2,399.0,204135.33,8.43,188264.62,Northern Ireland
"Newry, Mourne and Down",2023,3,2023 Q3,410.0,214524.15,6.71,201034.72,Northern Ireland
"Newry, Mourne and Down",2023,4,2023 Q4,438.0,209725.35,4.18,201310.57,Northern Ireland
"Newry, Mourne and Down",2024,1,2024 Q1,341.0,208981.63,3.54,201836.61,Northern Ireland
"Newry, Mourne and Down",2024,2,2024 Q2,374.0,224961.15,2.1,220334.13,Northern Ireland
"Newry, Mourne and Down",2024,3,2024 Q3,501.0,226415.38,2.04,221888.85,Northern Ireland
"Newry, Mourne and Down",2024,4,2024 Q4,528.0,233722.76,2.47,228088.96,Northern Ireland
"Newry, Mourne and Down",2025,1,2025 Q1,457.0,234287.86,2.8,227906.48,Northern Ireland
"Newry, Mourne and Down",2025,2,2025 Q2,312.0,229226.91,3.49,221496.68,Northern Ireland
"Newry, Mourne and Down",2025,3,2025 Q3,443.0,238713.14,3.8,229974.12,Northern Ireland
Offaly,2010,1,2010 Q1,47.0,148422.46,-3.37,153598.74,Republic of Ireland
Offaly,2010,2,2010 Q2,66.0,172493.37,-1.33,174818.45,Republic of Ireland
Offaly,2010,3,2010 Q3,58.0,174167.32,0.2,173819.68,Republic of Ireland
Offaly,2010,4,2010 Q4,73.0,143341.54,0.93,142020.75,Republic of Ireland
Offaly,2011,1,2011 Q1,61.0,140493.29,2.27,137374.88,Republic of Ireland
Offaly,2011,2,2011 Q2,40.0,127928.66,2.87,124359.54,Republic of Ireland
Offaly,2011,3,2011 Q3,44.0,142418.43,2.43,139039.76,Republic of Ireland
Offaly,2011,4,2011 Q4,65.0,122609.64,2.7,119386.21,Republic of Ireland
Offaly,2012,1,2012 Q1,57.0,136937.55,2.13,134081.61,Republic of Ireland
Offaly,2012,2,2012 Q2,60.0,112526.93,1.8,110537.26,Republic of Ireland
Offaly,2012,3,2012 Q3,72.0,127534.85,1.77,125316.74,Republic of Ireland
Offaly,2012,4,2012 Q4,109.0,111587.14,1.07,110405.8,Republic of Ireland
Offaly,2013,1,2013 Q1,58.0,97680.27,0.97,96741.87,Republic of Ireland
Offaly,2013,2,2013 Q2,69.0,108624.07,0.53,108051.4,Republic of Ireland
Offaly,2013,3,2013 Q3,84.0,107129.91,0.3,106809.48,Republic of Ireland
Offaly,2013,4,2013 Q4,116.0,93473.88,0.23,93259.38,Republic of Ireland
Offaly,2014,1,2014 Q1,94.0,110041.29,0.07,109964.31,Republic of Ireland
Offaly,2014,2,2014 Q2,101.0,116210.67,0.37,115782.28,Republic of Ireland
Offaly,2014,3,2014 Q3,120.0,133157.61,0.37,132666.74,Republic of Ireland
Offaly,2014,4,2014 Q4,189.0,113594.69,-0.03,113628.78,Republic of Ireland
Offaly,2015,1,2015 Q1,139.0,105568.45,-0.6,106205.68,Republic of Ireland
Offaly,2015,2,2015 Q2,136.0,102806.23,-0.43,103250.21,Republic of Ireland
Offaly,2015,3,2015 Q3,125.0,113639.29,-0.17,113832.8,Republic of Ireland
Offaly,2015,4,2015 Q4,181.0,119375.27,-0.07,119458.89,Republic of Ireland
Offaly,2016,1,2016 Q1,126.0,96542.94,-0.13,96668.61,Republic of Ireland
Offaly,2016,2,2016 Q2,134.0,134222.6,0.17,133994.8,Republic of Ireland
Offaly,2016,3,2016 Q3,158.0,115387.47,0.13,115237.67,Republic of Ireland
Offaly,2016,4,2016 Q4,204.0,119576.72,-0.07,119660.48,Republic of Ireland
Offaly,2017,1,2017 Q1,140.0,140981.08,0.57,140182.04,Republic of Ireland
Offaly,2017,2,2017 Q2,173.0,129261.67,0.23,128965.05,Republic of Ireland
Offaly,2017,3,2017 Q3,187.0,149970.23,0.2,149670.89,Republic of Ireland
Offaly,2017,4,2017 Q4,192.0,146833.35,0.47,146146.47,Republic of Ireland
Offaly,2018,1,2018 Q1,143.0,142937.31,0.23,142609.31,Republic of Ireland
Offaly,2018,2,2018 Q2,150.0,152417.75,0.17,152159.08,Republic of Ireland
Offaly,2018,3,2018 Q3,168.0,151546.21,0.77,150388.22,Republic of Ireland
Offaly,2018,4,2018 Q4,201.0,157433.17,0.73,156292.24,Republic of Ireland
Offaly,2019,1,2019 Q1,139.0,168018.17,0.83,166635.1,Republic of Ireland
Offaly,2019,2,2019 Q2,169.0,146007.74,1.17,144319.21,Republic of Ireland
Offaly,2019,3,2019 Q3,191.0,160363.52,0.7,159248.78,Republic of Ireland
Offaly,2019,4,2019 Q4,207.0,159537.27,1.03,157910.79,Republic of Ireland
Offaly,2020,1,2020 Q1,144.0,158034.15,1.03,156422.99,Republic of Ireland
Offaly,2020,2,2020 Q2,128.0,159284.01,-0.3,159763.3,Republic of Ireland
Offaly,2020,3,2020 Q3,126.0,175523.96,-0.93,177171.66,Republic of Ireland
Offaly,2020,4,2020 Q4,243.0,172432.58,-1.13,174403.33,Republic of Ireland
Offaly,2021,1,2021 Q1,171.0,181170.42,-0.23,181588.07,Republic of Ireland
Offaly,2021,2,2021 Q2,159.0,170965.84,1.4,168605.36,Republic of Ireland
Offaly,2021,3,2021 Q3,208.0,192477.16,2.93,186998.11,Republic of Ireland
Offaly,2021,4,2021 Q4,270.0,209186.43,5.27,198714.19,Republic of Ireland
Offaly,2022,1,2022 Q1,220.0,218943.25,5.77,206999.39,Republic of Ireland
Offaly,2022,2,2022 Q2,236.0,219262.93,7.97,203077.65,Republic of Ireland
Offaly,2022,3,2022 Q3,258.0,215538.99,8.7,198287.94,Republic of Ireland
Offaly,2022,4,2022 Q4,218.0,209247.24,8.8,192322.83,Republic of Ireland
Offaly,2023,1,2023 Q1,154.0,234364.8,7.97,217064.74,Republic of Ireland
Offaly,2023,2,2023 Q2,248.0,235850.52,6.63,221185.9,Republic of Ireland
Offaly,2023,3,2023 Q3,225.0,231269.41,6.23,217706.3,Republic of Ireland
Offaly,2023,4,2023 Q4,251.0,228221.75,4.5,218394.02,Republic of Ireland
Offaly,2024,1,2024 Q1,188.0,240810.82,3.47,232734.92,Republic of Ireland
Offaly,2024,2,2024 Q2,244.0,250211.89,2.47,244180.63,Republic of Ireland
Offaly,2024,3,2024 Q3,227.0,271418.78,1.53,267328.66,Republic of Ireland
Offaly,2024,4,2024 Q4,214.0,313891.48,1.03,310691.36,Republic of Ireland
Offaly,2025,1,2025 Q1,160.0,253638.9,1.9,248909.62,Republic of Ireland
Offaly,2025,2,2025 Q2,203.0,324843.18,1.9,318786.24,Republic of Ireland
Offaly,2025,3,2025 Q3,181.0,263374.91,2.13,257882.02,Republic of Ireland
Offaly,2025,4,2025 Q4,98.0,272883.82,3.05,264807.2,Republic of Ireland
Roscommon,2010,1,2010 Q1,60.0,141365.93,-3.37,146296.11,Republic of Ireland
Roscommon,2010,2,2010 Q2,68.0,131325.44,-1.33,133095.61,Republic of Ireland
Roscommon,2010,3,2010 Q3,80.0,148808.04,0.2,148511.02,Republic of Ireland
Roscommon,2010,4,2010 Q4,78.0,128642.77,0.93,127457.42,Republic of Ireland
Roscommon,2011,1,2011 Q1,40.0,130868.53,2.27,127963.75,Republic of Ireland
Roscommon,2011,2,2011 Q2,63.0,110419.04,2.87,107338.43,Republic of Ireland
Roscommon,2011,3,2011 Q3,59.0,112218.92,2.43,109556.69,Republic of Ireland
Roscommon,2011,4,2011 Q4,71.0,85865.95,2.7,83608.52,Republic of Ireland
Roscommon,2012,1,2012 Q1,48.0,111334.74,2.13,109012.77,Republic of Ireland
Roscommon,2012,2,2012 Q2,79.0,82727.46,1.8,81264.69,Republic of Ireland
Roscommon,2012,3,2012 Q3,104.0,82354.86,1.77,80922.53,Republic of Ireland
Roscommon,2012,4,2012 Q4,130.0,85643.87,1.07,84737.18,Republic of Ireland
Roscommon,2013,1,2013 Q1,88.0,82759.46,0.97,81964.4,Republic of Ireland
Roscommon,2013,2,2013 Q2,117.0,83051.24,0.53,82613.39,Republic of Ireland
Roscommon,2013,3,2013 Q3,155.0,76235.84,0.3,76007.82,Republic of Ireland
Roscommon,2013,4,2013 Q4,158.0,70294.08,0.23,70132.78,Republic of Ireland
Roscommon,2014,1,2014 Q1,116.0,73146.45,0.07,73095.28,Republic of Ireland
Roscommon,2014,2,2014 Q2,136.0,75360.33,0.37,75082.53,Republic of Ireland
Roscommon,2014,3,2014 Q3,121.0,78584.21,0.37,78294.52,Republic of Ireland
Roscommon,2014,4,2014 Q4,196.0,73421.2,-0.03,73443.24,Republic of Ireland
Roscommon,2015,1,2015 Q1,133.0,78477.18,-0.6,78950.89,Republic of Ireland
Roscommon,2015,2,2015 Q2,219.0,74280.65,-0.43,74601.43,Republic of Ireland
Roscommon,2015,3,2015 Q3,151.0,89644.29,-0.17,89796.94,Republic of Ireland
Roscommon,2015,4,2015 Q4,220.0,84617.75,-0.07,84677.02,Republic of Ireland
Roscommon,2016,1,2016 Q1,134.0,80280.95,-0.13,80385.45,Republic of Ireland
Roscommon,2016,2,2016 Q2,145.0,99101.92,0.17,98933.74,Republic of Ireland
Roscommon,2016,3,2016 Q3,190.0,93031.37,0.13,92910.58,Republic of Ireland
Roscommon,2016,4,2016 Q4,216.0,92916.19,-0.07,92981.27,Republic of Ireland
Roscommon,2017,1,2017 Q1,144.0,107605.1,0.57,106995.23,Republic of Ireland
Roscommon,2017,2,2017 Q2,182.0,103161.47,0.23,102924.74,Republic of Ireland
Roscommon,2017,3,2017 Q3,213.0,105664.51,0.2,105453.61,Republic of Ireland
Roscommon,2017,4,2017 Q4,200.0,116151.18,0.47,115607.82,Republic of Ireland
Roscommon,2018,1,2018 Q1,169.0,122317.83,0.23,122037.15,Republic of Ireland
Roscommon,2018,2,2018 Q2,212.0,107048.06,0.17,106866.39,Republic of Ireland
Roscommon,2018,3,2018 Q3,244.0,112835.81,0.77,111973.62,Republic of Ireland
Roscommon,2018,4,2018 Q4,254.0,119880.49,0.73,119011.71,Republic of Ireland
Roscommon,2019,1,2019 Q1,181.0,125780.1,0.83,124744.72,Republic of Ireland
Roscommon,2019,2,2019 Q2,175.0,125989.23,1.17,124532.2,Republic of Ireland
Roscommon,2019,3,2019 Q3,217.0,129923.47,0.7,129020.33,Republic of Ireland
Roscommon,2019,4,2019 Q4,244.0,121136.33,1.03,119901.35,Republic of Ireland
Roscommon,2020,1,2020 Q1,182.0,116818.17,1.03,115627.21,Republic of Ireland
Roscommon,2020,2,2020 Q2,120.0,109772.91,-0.3,110103.22,Republic of Ireland
Roscommon,2020,3,2020 Q3,170.0,119160.35,-0.93,120278.94,Republic of Ireland
Roscommon,2020,4,2020 Q4,268.0,128200.38,-1.13,129665.61,Republic of Ireland
Roscommon,2021,1,2021 Q1,201.0,136578.25,-0.23,136893.11,Republic of Ireland
Roscommon,2021,2,2021 Q2,209.0,133936.1,1.4,132086.88,Republic of Ireland
Roscommon,2021,3,2021 Q3,244.0,156444.05,2.93,151990.72,Republic of Ireland
Roscommon,2021,4,2021 Q4,280.0,152381.81,5.27,144753.31,Republic of Ireland
Roscommon,2022,1,2022 Q1,212.0,151789.01,5.77,143508.56,Republic of Ireland
Roscommon,2022,2,2022 Q2,213.0,188472.75,7.97,174560.3,Republic of Ireland
Roscommon,2022,3,2022 Q3,230.0,176706.95,8.7,162563.89,Republic of Ireland
Roscommon,2022,4,2022 Q4,285.0,190341.11,8.8,174945.88,Republic of Ireland
Roscommon,2023,1,2023 Q1,191.0,168822.61,7.97,156360.67,Republic of Ireland
Roscommon,2023,2,2023 Q2,189.0,169821.75,6.63,159262.64,Republic of Ireland
Roscommon,2023,3,2023 Q3,236.0,181266.78,6.23,170636.15,Republic of Ireland
Roscommon,2023,4,2023 Q4,280.0,193347.21,4.5,185021.26,Republic of Ireland
Roscommon,2024,1,2024 Q1,162.0,187959.96,3.47,181656.48,Republic of Ireland
Roscommon,2024,2,2024 Q2,217.0,218425.37,2.47,213160.31,Republic of Ireland
Roscommon,2024,3,2024 Q3,187.0,223898.04,1.53,220524.02,Republic of Ireland
Roscommon,2024,4,2024 Q4,235.0,206731.54,1.03,204623.91,Republic of Ireland
Roscommon,2025,1,2025 Q1,136.0,197747.51,1.9,194060.36,Republic of Ireland
Roscommon,2025,2,2025 Q2,196.0,229652.5,1.9,225370.46,Republic of Ireland
Roscommon,2025,3,2025 Q3,181.0,215260.65,2.13,210771.23,Republic of Ireland
Roscommon,2025,4,2025 Q4,88.0,222669.92,3.05,216079.5,Republic of Ireland
Sligo,2010,1,2010 Q1,53.0,180911.08,-3.37,187220.41,Republic of Ireland
Sligo,2010,2,2010 Q2,87.0,156582.65,-1.33,158693.27,Republic of Ireland
Sligo,2010,3,2010 Q3,82.0,161751.39,0.2,161428.53,Republic of Ireland
Sligo,2010,4,2010 Q4,100.0,160683.23,0.93,159202.64,Republic of Ireland
Sligo,2011,1,2011 Q1,49.0,227818.76,2.27,222762.07,Republic of Ireland
Sligo,2011,2,2011 Q2,34.0,127346.09,2.87,123793.23,Republic of Ireland
Sligo,2011,3,2011 Q3,67.0,117907.78,2.43,115110.59,Republic of Ireland
Sligo,2011,4,2011 Q4,84.0,186362.59,2.7,181463.08,Republic of Ireland
Sligo,2012,1,2012 Q1,58.0,108407.36,2.13,106146.44,Republic of Ireland
Sligo,2012,2,2012 Q2,81.0,109399.88,1.8,107465.5,Republic of Ireland
Sligo,2012,3,2012 Q3,93.0,120696.86,1.77,118597.68,Republic of Ireland
Sligo,2012,4,2012 Q4,144.0,112804.0,1.07,111609.78,Republic of Ireland
Sligo,2013,1,2013 Q1,73.0,87163.89,0.97,86326.52,Republic of Ireland
Sligo,2013,2,2013 Q2,100.0,113360.42,0.53,112762.78,Republic of Ireland
Sligo,2013,3,2013 Q3,104.0,113778.57,0.3,113438.25,Republic of Ireland
Sligo,2013,4,2013 Q4,146.0,113925.96,0.23,113664.53,Republic of Ireland
Sligo,2014,1,2014 Q1,115.0,127349.26,0.07,127260.18,Republic of Ireland
Sligo,2014,2,2014 Q2,148.0,109128.51,0.37,108726.22,Republic of Ireland
Sligo,2014,3,2014 Q3,190.0,115098.02,0.37,114673.73,Republic of Ireland
Sligo,2014,4,2014 Q4,251.0,114579.89,-0.03,114614.27,Republic of Ireland
Sligo,2015,1,2015 Q1,169.0,116479.89,-0.6,117182.99,Republic of Ireland
Sligo,2015,2,2015 Q2,188.0,115183.13,-0.43,115680.56,Republic of Ireland
Sligo,2015,3,2015 Q3,155.0,126495.94,-0.17,126711.35,Republic of Ireland
Sligo,2015,4,2015 Q4,159.0,142288.38,-0.07,142388.05,Republic of Ireland
Sligo,2016,1,2016 Q1,140.0,120672.98,-0.13,120830.06,Republic of Ireland
Sligo,2016,2,2016 Q2,235.0,82801.25,0.17,82660.73,Republic of Ireland
Sligo,2016,3,2016 Q3,191.0,123560.88,0.13,123400.46,Republic of Ireland
Sligo,2016,4,2016 Q4,222.0,142315.25,-0.07,142414.94,Republic of Ireland
Sligo,2017,1,2017 Q1,141.0,126660.71,0.57,125942.83,Republic of Ireland
Sligo,2017,2,2017 Q2,190.0,134495.08,0.23,134186.45,Republic of Ireland
Sligo,2017,3,2017 Q3,181.0,142517.87,0.2,142233.41,Republic of Ireland
Sligo,2017,4,2017 Q4,269.0,136812.01,0.47,136172.0,Republic of Ireland
Sligo,2018,1,2018 Q1,171.0,152051.8,0.23,151702.89,Republic of Ireland
Sligo,2018,2,2018 Q2,170.0,120631.72,0.17,120427.0,Republic of Ireland
Sligo,2018,3,2018 Q3,255.0,151696.85,0.77,150537.71,Republic of Ireland
Sligo,2018,4,2018 Q4,356.0,134473.42,0.73,133498.88,Republic of Ireland
Sligo,2019,1,2019 Q1,174.0,146973.23,0.83,145763.4,Republic of Ireland
Sligo,2019,2,2019 Q2,184.0,137597.83,1.17,136006.56,Republic of Ireland
Sligo,2019,3,2019 Q3,255.0,141746.45,0.7,140761.12,Republic of Ireland
Sligo,2019,4,2019 Q4,257.0,165045.98,1.03,163363.34,Republic of Ireland
Sligo,2020,1,2020 Q1,186.0,132293.88,1.03,130945.14,Republic of Ireland
Sligo,2020,2,2020 Q2,108.0,145314.61,-0.3,145751.87,Republic of Ireland
Sligo,2020,3,2020 Q3,131.0,151666.64,-0.93,153090.38,Republic of Ireland
Sligo,2020,4,2020 Q4,250.0,155827.35,-1.13,157608.32,Republic of Ireland
Sligo,2021,1,2021 Q1,170.0,159123.85,-0.23,159490.68,Republic of Ireland
Sligo,2021,2,2021 Q2,251.0,171375.56,1.4,169009.42,Republic of Ireland
Sligo,2021,3,2021 Q3,223.0,180382.22,2.93,175247.47,Republic of Ireland
Sligo,2021,4,2021 Q4,310.0,185818.57,5.27,176516.17,Republic of Ireland
Sligo,2022,1,2022 Q1,204.0,187859.5,5.77,177611.32,Republic of Ireland
Sligo,2022,2,2022 Q2,241.0,184273.37,7.97,170670.9,Republic of Ireland
Sligo,2022,3,2022 Q3,249.0,215863.9,8.7,198586.84,Republic of Ireland
Sligo,2022,4,2022 Q4,296.0,206103.45,8.8,189433.32,Republic of Ireland
Sligo,2023,1,2023 Q1,196.0,204895.21,7.97,189770.5,Republic of Ireland
Sligo,2023,2,2023 Q2,194.0,207895.14,6.63,194968.72,Republic of Ireland
Sligo,2023,3,2023 Q3,255.0,221236.14,6.23,208261.45,Republic of Ireland
Sligo,2023,4,2023 Q4,225.0,223861.06,4.5,214221.11,Republic of Ireland
Sligo,2024,1,2024 Q1,145.0,231437.21,3.47,223675.67,Republic of Ireland
Sligo,2024,2,2024 Q2,176.0,220359.6,2.47,215047.92,Republic of Ireland
Sligo,2024,3,2024 Q3,202.0,254467.62,1.53,250632.93,Republic of Ireland
Sligo,2024,4,2024 Q4,224.0,275842.91,1.03,273030.69,Republic of Ireland
Sligo,2025,1,2025 Q1,169.0,245841.39,1.9,241257.5,Republic of Ireland
Sligo,2025,2,2025 Q2,189.0,265124.21,1.9,260180.77,Republic of Ireland
Sligo,2025,3,2025 Q3,203.0,268671.35,2.13,263068.0,Republic of Ireland
Sligo,2025,4,2025 Q4,111.0,256152.41,3.05,248571.0,Republic of Ireland
Tipperary,2010,1,2010 Q1,117.0,161691.23,-3.37,167330.26,Republic of Ireland
Tipperary,2010,2,2010 Q2,126.0,168286.88,-1.33,170555.27,Republic of Ireland
Tipperary,2010,3,2010 Q3,143.0,166652.56,0.2,166319.92,Republic of Ireland
Tipperary,2010,4,2010 Q4,169.0,151355.38,0.93,149960.75,Republic of Ireland
Tipperary,2011,1,2011 Q1,112.0,156256.58,2.27,152788.28,Republic of Ireland
Tipperary,2011,2,2011 Q2,115.0,154784.44,2.87,150466.07,Republic of Ireland
Tipperary,2011,3,2011 Q3,125.0,131202.49,2.43,128089.91,Republic of Ireland
Tipperary,2011,4,2011 Q4,144.0,128148.76,2.7,124779.71,Republic of Ireland
Tipperary,2012,1,2012 Q1,122.0,135953.48,2.13,133118.06,Republic of Ireland
Tipperary,2012,2,2012 Q2,126.0,103901.7,1.8,102064.54,Republic of Ireland
Tipperary,2012,3,2012 Q3,154.0,115133.75,1.77,113131.33,Republic of Ireland
Tipperary,2012,4,2012 Q4,210.0,134174.57,1.07,132754.1,Republic of Ireland
Tipperary,2013,1,2013 Q1,157.0,107472.07,0.97,106439.6,Republic of Ireland
Tipperary,2013,2,2013 Q2,164.0,103226.13,0.53,102681.91,Republic of Ireland
Tipperary,2013,3,2013 Q3,185.0,114105.92,0.3,113764.63,Republic of Ireland
Tipperary,2013,4,2013 Q4,228.0,119605.18,0.23,119330.72,Republic of Ireland
Tipperary,2014,1,2014 Q1,168.0,112069.5,0.07,111991.11,Republic of Ireland
Tipperary,2014,2,2014 Q2,201.0,108808.61,0.37,108407.5,Republic of Ireland
Tipperary,2014,3,2014 Q3,243.0,115371.41,0.37,114946.11,Republic of Ireland
Tipperary,2014,4,2014 Q4,349.0,109752.25,-0.03,109785.18,Republic of Ireland
Tipperary,2015,1,2015 Q1,273.0,113863.02,-0.6,114550.33,Republic of Ireland
Tipperary,2015,2,2015 Q2,283.0,120861.17,-0.43,121383.12,Republic of Ireland
Tipperary,2015,3,2015 Q3,302.0,117939.05,-0.17,118139.89,Republic of Ireland
Tipperary,2015,4,2015 Q4,423.0,131293.61,-0.07,131385.58,Republic of Ireland
Tipperary,2016,1,2016 Q1,284.0,123635.55,-0.13,123796.48,Republic of Ireland
Tipperary,2016,2,2016 Q2,312.0,119183.49,0.17,118981.23,Republic of Ireland
Tipperary,2016,3,2016 Q3,353.0,127394.33,0.13,127228.93,Republic of Ireland
Tipperary,2016,4,2016 Q4,445.0,131099.27,-0.07,131191.1,Republic of Ireland
