County,Year,Quarter,Period,transaction_count,avg_price
Mid Ulster,2012,3,2012 Q3,197.0,112475.3889
Mid Ulster,2012,4,2012 Q4,205.0,105943.8816
Mid Ulster,2013,1,2013 Q1,178.0,103015.1415
Mid Ulster,2013,2,2013 Q2,198.0,106171.9628
Mid Ulster,2013,3,2013 Q3,212.0,108424.2756
Mid Ulster,2013,4,2013 Q4,240.0,109099.073
Mid Ulster,2014,1,2014 Q1,213.0,116369.086
Mid Ulster,2014,2,2014 Q2,275.0,119091.6888
Mid Ulster,2014,3,2014 Q3,249.0,122043.9932
Mid Ulster,2014,4,2014 Q4,300.0,130783.7265
Mid Ulster,2015,1,2015 Q1,246.0,141602.4877
Mid Ulster,2015,2,2015 Q2,278.0,151801.23630000002
Mid Ulster,2015,3,2015 Q3,296.0,152571.12639999998
Mid Ulster,2015,4,2015 Q4,334.0,150517.7546
Mid Ulster,2016,1,2016 Q1,334.0,149473.6188
Mid Ulster,2016,2,2016 Q2,264.0,142264.9404
Mid Ulster,2016,3,2016 Q3,311.0,137295.3834
Mid Ulster,2016,4,2016 Q4,345.0,133781.27
Mid Ulster,2017,1,2017 Q1,303.0,135259.2164
Mid Ulster,2017,2,2017 Q2,328.0,138158.5827
Mid Ulster,2017,3,2017 Q3,326.0,131729.8808
Mid Ulster,2017,4,2017 Q4,308.0,137149.3645
Mid Ulster,2018,1,2018 Q1,308.0,140696.1704
Mid Ulster,2018,2,2018 Q2,306.0,139773.7642
Mid Ulster,2018,3,2018 Q3,343.0,138122.9129
Mid Ulster,2018,4,2018 Q4,392.0,143591.63499999998
Mid Ulster,2019,1,2019 Q1,301.0,142770.1872
Mid Ulster,2019,2,2019 Q2,377.0,144610.5072
Mid Ulster,2019,3,2019 Q3,369.0,142065.6146
Mid Ulster,2019,4,2019 Q4,360.0,149652.02560000002
Mid Ulster,2020,1,2020 Q1,309.0,147166.038
Mid Ulster,2020,2,2020 Q2,128.0,141487.6059
Mid Ulster,2020,3,2020 Q3,282.0,139776.4794
Mid Ulster,2020,4,2020 Q4,420.0,145188.4544
Mid Ulster,2021,1,2021 Q1,349.0,153738.005
Mid Ulster,2021,2,2021 Q2,375.0,157645.815
Mid Ulster,2021,3,2021 Q3,406.0,166853.952
Mid Ulster,2021,4,2021 Q4,419.0,168399.9705
Mid Ulster,2022,1,2022 Q1,290.0,178197.0826
Mid Ulster,2022,2,2022 Q2,308.0,179537.404
Mid Ulster,2022,3,2022 Q3,349.0,184945.068
Mid Ulster,2022,4,2022 Q4,371.0,181170.744
Mid Ulster,2023,1,2023 Q1,256.0,173865.93000000002
Mid Ulster,2023,2,2023 Q2,261.0,182049.9456
Mid Ulster,2023,3,2023 Q3,317.0,189901.7452
Mid Ulster,2023,4,2023 Q4,308.0,187077.0698
Mid Ulster,2024,1,2024 Q1,291.0,192246.0012
Mid Ulster,2024,2,2024 Q2,254.0,196214.2284
Mid Ulster,2024,3,2024 Q3,317.0,199887.2325
Mid Ulster,2024,4,2024 Q4,377.0,205345.6908
Mid Ulster,2025,1,2025 Q1,306.0,205880.5585
Mid Ulster,2025,2,2025 Q2,253.0,209225.3696
Mid Ulster,2025,3,2025 Q3,283.0,216614.412
Mid and East Antrim,2010,1,2010 Q1,211.0,130079.1939
Mid and East Antrim,2010,2,2010 Q2,238.0,144310.72030000002
Mid and East Antrim,2010,3,2010 Q3,189.0,139993.645
Mid and East Antrim,2010,4,2010 Q4,229.0,129310.4539
Mid and East Antrim,2011,1,2011 Q1,195.0,113156.072
Mid and East Antrim,2011,2,2011 Q2,204.0,120230.1454
Mid and East Antrim,2011,3,2011 Q3,277.0,118043.7658
Mid and East Antrim,2011,4,2011 Q4,246.0,117076.894
Mid and East Antrim,2012,1,2012 Q1,243.0,112264.6935
Mid and East Antrim,2012,2,2012 Q2,295.0,120107.12
Mid and East Antrim,2012,3,2012 Q3,311.0,116421.9381
Mid and East Antrim,2012,4,2012 Q4,278.0,112169.3184
Mid and East Antrim,2013,1,2013 Q1,280.0,104533.3707
Mid and East Antrim,2013,2,2013 Q2,283.0,105371.3792
Mid and East Antrim,2013,3,2013 Q3,334.0,104559.4648
Mid and East Antrim,2013,4,2013 Q4,391.0,108130.038
Mid and East Antrim,2014,1,2014 Q1,343.0,112723.6438
Mid and East Antrim,2014,2,2014 Q2,400.0,115807.3238
Mid and East Antrim,2014,3,2014 Q3,361.0,120966.7787
Mid and East Antrim,2014,4,2014 Q4,444.0,120823.0534
Mid and East Antrim,2015,1,2015 Q1,367.0,127790.796
Mid and East Antrim,2015,2,2015 Q2,430.0,138689.6109
Mid and East Antrim,2015,3,2015 Q3,455.0,138726.1106
Mid and East Antrim,2015,4,2015 Q4,453.0,140833.76140000002
Mid and East Antrim,2016,1,2016 Q1,472.0,131727.2937
Mid and East Antrim,2016,2,2016 Q2,372.0,135577.3374
Mid and East Antrim,2016,3,2016 Q3,484.0,128262.5757
Mid and East Antrim,2016,4,2016 Q4,442.0,125622.8925
Mid and East Antrim,2017,1,2017 Q1,382.0,124428.6659
Mid and East Antrim,2017,2,2017 Q2,451.0,128314.4336
Mid and East Antrim,2017,3,2017 Q3,478.0,125092.5144
Mid and East Antrim,2017,4,2017 Q4,484.0,127492.9584
Mid and East Antrim,2018,1,2018 Q1,374.0,128474.1772
Mid and East Antrim,2018,2,2018 Q2,458.0,130467.7675
Mid and East Antrim,2018,3,2018 Q3,473.0,131284.4015
Mid and East Antrim,2018,4,2018 Q4,503.0,130539.695
Mid and East Antrim,2019,1,2019 Q1,464.0,132436.2096
Mid and East Antrim,2019,2,2019 Q2,484.0,134239.19879999998
Mid and East Antrim,2019,3,2019 Q3,549.0,131160.692
Mid and East Antrim,2019,4,2019 Q4,508.0,138835.8936
Mid and East Antrim,2020,1,2020 Q1,443.0,137976.723
Mid and East Antrim,2020,2,2020 Q2,150.0,135128.5111
Mid and East Antrim,2020,3,2020 Q3,435.0,132546.0138
Mid and East Antrim,2020,4,2020 Q4,686.0,137542.00129999997
Mid and East Antrim,2021,1,2021 Q1,572.0,142668.145
Mid and East Antrim,2021,2,2021 Q2,629.0,152651.7162
Mid and East Antrim,2021,3,2021 Q3,706.0,155463.4107
Mid and East Antrim,2021,4,2021 Q4,505.0,158835.5548
Mid and East Antrim,2022,1,2022 Q1,417.0,166264.5998
Mid and East Antrim,2022,2,2022 Q2,515.0,166289.8855
Mid and East Antrim,2022,3,2022 Q3,507.0,170614.4112
Mid and East Antrim,2022,4,2022 Q4,520.0,169725.4144
Mid and East Antrim,2023,1,2023 Q1,396.0,166160.40000000002
Mid and East Antrim,2023,2,2023 Q2,427.0,167997.59720000002
Mid and East Antrim,2023,3,2023 Q3,445.0,176123.62
Mid and East Antrim,2023,4,2023 Q4,483.0,176220.7528
Mid and East Antrim,2024,1,2024 Q1,379.0,175109.67539999998
Mid and East Antrim,2024,2,2024 Q2,448.0,183382.0776
Mid and East Antrim,2024,3,2024 Q3,499.0,189191.943
Mid and East Antrim,2024,4,2024 Q4,542.0,192573.6074
Mid and East Antrim,2025,1,2025 Q1,470.0,196867.324
Mid and East Antrim,2025,2,2025 Q2,379.0,192989.7984
Mid and East Antrim,2025,3,2025 Q3,458.0,196998.6582
"Newry, Mourne and Down",2010,1,2010 Q1,170.0,153801.5658
"Newry, Mourne and Down",2010,2,2010 Q2,165.0,156976.3357
"Newry, Mourne and Down",2010,3,2010 Q3,171.0,158795.8075
"Newry, Mourne and Down",2010,4,2010 Q4,181.0,148242.4513
"Newry, Mourne and Down",2011,1,2011 Q1,154.0,141004.794
"Newry, Mourne and Down",2011,2,2011 Q2,180.0,136093.0112
"Newry, Mourne and Down",2011,3,2011 Q3,205.0,134322.40120000002
"Newry, Mourne and Down",2011,4,2011 Q4,216.0,135606.966
"Newry, Mourne and Down",2012,1,2012 Q1,188.0,131842.191
"Newry, Mourne and Down",2012,2,2012 Q2,225.0,126492.6712
"Newry, Mourne and Down",2012,3,2012 Q3,228.0,129238.1166
"Newry, Mourne and Down",2012,4,2012 Q4,279.0,124247.4336
"Newry, Mourne and Down",2013,1,2013 Q1,232.0,111375.978
"Newry, Mourne and Down",2013,2,2013 Q2,261.0,112267.4488
"Newry, Mourne and Down",2013,3,2013 Q3,290.0,114100.314
"Newry, Mourne and Down",2013,4,2013 Q4,374.0,113459.136
"Newry, Mourne and Down",2014,1,2014 Q1,311.0,125575.6998
"Newry, Mourne and Down",2014,2,2014 Q2,373.0,129642.1742
"Newry, Mourne and Down",2014,3,2014 Q3,402.0,137486.5875
"Newry, Mourne and Down",2014,4,2014 Q4,458.0,136807.51989999998
"Newry, Mourne and Down",2015,1,2015 Q1,366.0,144538.768
"Newry, Mourne and Down",2015,2,2015 Q2,356.0,153992.97660000002
"Newry, Mourne and Down",2015,3,2015 Q3,458.0,161543.767
"Newry, Mourne and Down",2015,4,2015 Q4,482.0,162141.04160000003
"Newry, Mourne and Down",2016,1,2016 Q1,438.0,149576.1687
"Newry, Mourne and Down",2016,2,2016 Q2,347.0,150666.0432
"Newry, Mourne and Down",2016,3,2016 Q3,425.0,143953.2414
"Newry, Mourne and Down",2016,4,2016 Q4,466.0,139741.434
"Newry, Mourne and Down",2017,1,2017 Q1,392.0,143634.1445
"Newry, Mourne and Down",2017,2,2017 Q2,432.0,144602.42719999998
"Newry, Mourne and Down",2017,3,2017 Q3,465.0,138455.2848
"Newry, Mourne and Down",2017,4,2017 Q4,539.0,143600.867
"Newry, Mourne and Down",2018,1,2018 Q1,460.0,149363.56
"Newry, Mourne and Down",2018,2,2018 Q2,502.0,146244.9198
"Newry, Mourne and Down",2018,3,2018 Q3,536.0,149800.6069
"Newry, Mourne and Down",2018,4,2018 Q4,505.0,152392.9
"Newry, Mourne and Down",2019,1,2019 Q1,379.0,153184.4688
"Newry, Mourne and Down",2019,2,2019 Q2,482.0,157995.2016
"Newry, Mourne and Down",2019,3,2019 Q3,478.0,155175.0304
"Newry, Mourne and Down",2019,4,2019 Q4,515.0,162232.6808
"Newry, Mourne and Down",2020,1,2020 Q1,410.0,160958.718
"Newry, Mourne and Down",2020,2,2020 Q2,145.0,156444.5484
"Newry, Mourne and Down",2020,3,2020 Q3,373.0,160407.1722
"Newry, Mourne and Down",2020,4,2020 Q4,638.0,165082.74639999997
"Newry, Mourne and Down",2021,1,2021 Q1,487.0,170230.585
"Newry, Mourne and Down",2021,2,2021 Q2,506.0,180549.5454
"Newry, Mourne and Down",2021,3,2021 Q3,593.0,190711.7757
"Newry, Mourne and Down",2021,4,2021 Q4,505.0,191765.7685
"Newry, Mourne and Down",2022,1,2022 Q1,433.0,200366.971
"Newry, Mourne and Down",2022,2,2022 Q2,449.0,204314.188
"Newry, Mourne and Down",2022,3,2022 Q3,449.0,212824.4544
"Newry, Mourne and Down",2022,4,2022 Q4,546.0,203241.168
"Newry, Mourne and Down",2023,1,2023 Q1,345.0,196498.9425
"Newry, Mourne and Down",2023,2,2023 Q2,399.0,204135.3307
"Newry, Mourne and Down",2023,3,2023 Q3,410.0,214524.153
"Newry, Mourne and Down",2023,4,2023 Q4,438.0,209725.3545
"Newry, Mourne and Down",2024,1,2024 Q1,341.0,208981.6344
"Newry, Mourne and Down",2024,2,2024 Q2,374.0,224961.153
"Newry, Mourne and Down",2024,3,2024 Q3,501.0,226415.385
"Newry, Mourne and Down",2024,4,2024 Q4,528.0,233722.7588
"Newry, Mourne and Down",2025,1,2025 Q1,457.0,234287.8615
"Newry, Mourne and Down",2025,2,2025 Q2,312.0,229226.9056
"Newry, Mourne and Down",2025,3,2025 Q3,443.0,238713.1434
