County,Year,Quarter,Period,Inflation_Rate,Region,is_ni,transaction_count,avg_price,price_qoq_pct,price_yoy_pct,real_price_qoq_pct,real_price_yoy_pct
"Armagh City, Banbridge and Craigavon",2016,3,2016 Q3,0.73,Northern Ireland,True,644.0,127874.4,-8.268426888140556,-10.62213784182432,-8.998426888140557,-11.35213784182432
"Armagh City, Banbridge and Craigavon",2016,4,2016 Q4,1.21,Northern Ireland,True,706.0,126419.73,-1.1375771851128924,-13.274533405428636,-2.3475771851128924,-14.484533405428635
"Armagh City, Banbridge and Craigavon",2017,1,2017 Q1,2.14,Northern Ireland,True,600.0,130494.47,3.22318359642122,-5.301415147089095,1.0831835964212195,-7.441415147089096
"Armagh City, Banbridge and Craigavon",2017,2,2017 Q2,2.74,Northern Ireland,True,686.0,130118.01,-0.2884873205738159,-6.658957950264799,-3.028487320573816,-9.3989579502648
"Armagh City, Banbridge and Craigavon",2017,3,2017 Q3,2.82,Northern Ireland,True,738.0,125419.03,-3.611321753230013,-1.9201419517901883,-6.431321753230012,-4.740141951790188
"Armagh City, Banbridge and Craigavon",2017,4,2017 Q4,3.02,Northern Ireland,True,825.0,129193.45,3.00944760934605,2.1940562600473834,-0.0105523906539501,-0.8259437399526166
"Armagh City, Banbridge and Craigavon",2018,1,2018 Q1,2.72,Northern Ireland,True,611.0,129521.65,0.2540376466453997,-0.7454875290884067,-2.4659623533546005,-3.465487529088407
"Armagh City, Banbridge and Craigavon",2018,2,2018 Q2,2.42,Northern Ireland,True,711.0,131711.08,1.690396933640037,1.22432705510942,-0.7296030663599629,-1.19567294489058
"Armagh City, Banbridge and Craigavon",2018,3,2018 Q3,2.52,Northern Ireland,True,745.0,128956.71,-2.091221178962299,2.820688375599789,-4.6112211789623,0.3006883755997891
"Armagh City, Banbridge and Craigavon",2018,4,2018 Q4,2.27,Northern Ireland,True,759.0,133280.65,3.353016682885279,3.163627877419484,1.0830166828852792,0.8936278774194837
"Armagh City, Banbridge and Craigavon",2019,1,2019 Q1,1.88,Northern Ireland,True,554.0,136617.75,2.5038143196330465,5.478697962850232,0.6238143196330466,3.598697962850232
"Armagh City, Banbridge and Craigavon",2019,2,2019 Q2,2.05,Northern Ireland,True,719.0,135183.81,-1.0496000702690522,2.6366270779952794,-3.099600070269052,0.5866270779952796
"Armagh City, Banbridge and Craigavon",2019,3,2019 Q3,1.83,Northern Ireland,True,735.0,135825.83,0.4749237353200763,5.326686761782296,-1.3550762646799237,3.4966867617822954
"Armagh City, Banbridge and Craigavon",2019,4,2019 Q4,1.41,Northern Ireland,True,834.0,142115.02,4.63033430386548,6.6283965451849225,3.22033430386548,5.218396545184922
"Armagh City, Banbridge and Craigavon",2020,1,2020 Q1,1.67,Northern Ireland,True,638.0,142606.79,0.3460366117529423,4.38379346753992,-1.3239633882470576,2.7137934675399205
